PETAL_ID,PETAL_LOC,DEVICE_LOC,DEVICE_TYPE,PINHOLE_ID,X_PTL,Y_PTL,Z_PTL,X_MNT,Y_MNT,Z_MNT,PTL_SOURCE,PROJ_DISTANCE,PROVENANCE,NOTES,X_FP,Y_FP,Z_FP,LOCATION,DEVICE_ID,BUS_ID
0,0,11,FIF,1,53.9043853,33.3124169,-0.4579430999999998,53.43648,31.959994000000002,-86.86706099999999,Measured,86.5,"DESI-5770, DESI-3543",,53.9043853,33.3124169,-0.4579430999999998,11,P146,10
0,0,11,FIF,2,53.4059677,31.7921904,-0.4070197999999998,53.43648,31.959994000000002,-86.86706099999999,Measured,86.5,"DESI-5770, DESI-3543",,53.4059677,31.7921904,-0.4070197999999998,11,P146,10
0,0,11,FIF,3,55.0442257,32.9378077,-0.44951589999999975,53.43648,31.959994000000002,-86.86706099999999,Measured,86.5,"DESI-5770, DESI-3543",,55.0442257,32.9378077,-0.44951589999999975,11,P146,10
0,0,11,FIF,4,54.224669,32.3651685,-0.3659827,53.43648,31.959994000000002,-86.86706099999999,Measured,86.5,"DESI-5770, DESI-3543",,54.224669,32.3651685,-0.3659827,11,P146,10
0,0,75,FIF,1,154.123266,41.3909876,-2.6850533000000003,150.97163700000002,40.816765999999994,-89.144882,Measured,86.5,"DESI-5770, DESI-3543",,154.123266,41.3909876,-2.6850533000000003,75,P145,13
0,0,75,FIF,2,152.8999203,42.4230258,-2.6791814,150.97163700000002,40.816765999999994,-89.144882,Measured,86.5,"DESI-5770, DESI-3543",,152.8999203,42.4230258,-2.6791814,75,P145,13
0,0,75,FIF,3,153.3493815,40.4727929,-2.6436203999999996,150.97163700000002,40.816765999999994,-89.144882,Measured,86.5,"DESI-5770, DESI-3543",,153.3493815,40.4727929,-2.6436203999999996,75,P145,13
0,0,75,FIF,4,153.1253947,41.4463857,-2.6032419,150.97163700000002,40.816765999999994,-89.144882,Measured,86.5,"DESI-5770, DESI-3543",,153.1253947,41.4463857,-2.6032419,75,P145,13
0,0,150,FIF,1,241.5332033,13.2853364,-6.3909357,237.95114900000002,13.998029,-92.832893,Measured,86.5,"DESI-5770, DESI-3543",,241.5332033,13.2853364,-6.3909357,150,P147,12
0,0,150,FIF,2,242.6553715,14.4272345,-6.4836561999999995,237.95114900000002,13.998029,-92.832893,Measured,86.5,"DESI-5770, DESI-3543",,242.6553715,14.4272345,-6.4836561999999995,150,P147,12
0,0,150,FIF,3,240.6798665,14.1276315,-6.3632451,237.95114900000002,13.998029,-92.832893,Measured,86.5,"DESI-5770, DESI-3543",,240.6798665,14.1276315,-6.3632451,150,P147,12
0,0,150,FIF,4,241.6657944,14.2753566,-6.3704316,237.95114900000002,13.998029,-92.832893,Measured,86.5,"DESI-5770, DESI-3543",,241.6657944,14.2753566,-6.3704316,150,P147,12
0,0,239,FIF,1,215.3186801,148.867962,-7.5526237,212.23022400000002,147.41943600000002,-93.972596,Measured,86.5,"DESI-5770, DESI-3543",,215.3186801,148.867962,-7.5526237,239,P144,13
0,0,239,FIF,2,216.6743783,149.7126998,-7.6686664,212.23022400000002,147.41943600000002,-93.972596,Measured,86.5,"DESI-5770, DESI-3543",,216.6743783,149.7126998,-7.6686664,239,P144,13
0,0,239,FIF,3,214.6843615,149.8869146,-7.576725400000001,212.23022400000002,147.41943600000002,-93.972596,Measured,86.5,"DESI-5770, DESI-3543",,214.6843615,149.8869146,-7.576725400000001,239,P144,13
0,0,239,FIF,4,215.6809672,149.7995324,-7.5886268999999995,212.23022400000002,147.41943600000002,-93.972596,Measured,86.5,"DESI-5770, DESI-3543",,215.6809672,149.7995324,-7.5886268999999995,239,P144,13
0,0,321,FIF,1,304.1752532,87.4238792,-11.1365388,298.925516,84.880065,-97.372772,Measured,86.5,"DESI-5770, DESI-3543",,304.1752532,87.4238792,-11.1365388,321,P148,15
0,0,321,FIF,2,303.0360962,86.3042453,-11.0082035,298.925516,84.880065,-97.372772,Measured,86.5,"DESI-5770, DESI-3543",,303.0360962,86.3042453,-11.0082035,321,P148,15
0,0,321,FIF,3,305.0148362,86.5670077,-11.1581913,298.925516,84.880065,-97.372772,Measured,86.5,"DESI-5770, DESI-3543",,305.0148362,86.5670077,-11.1581913,321,P148,15
0,0,321,FIF,4,304.0257614,86.435686,-11.0720952,298.925516,84.880065,-97.372772,Measured,86.5,"DESI-5770, DESI-3543",,304.0257614,86.435686,-11.0720952,321,P148,15
0,0,439,FIF,1,410.0761539,14.9171623,-19.0520924,400.522042,13.881746,-104.91233799999999,Measured,86.5,"DESI-5770, DESI-3543",,410.0761539,14.9171623,-19.0520924,439,P078,17
0,0,439,FIF,2,408.5230735,14.574584,-18.8478825,400.522042,13.881746,-104.91233799999999,Measured,86.5,"DESI-5770, DESI-3543",,408.5230735,14.574584,-18.8478825,439,P078,17
0,0,439,FIF,3,410.332917,13.7448252,-19.0630736,400.522042,13.881746,-104.91233799999999,Measured,86.5,"DESI-5770, DESI-3543",,410.332917,13.7448252,-19.0630736,439,P078,17
0,0,439,FIF,4,409.4275967,14.1589419,-18.9294886,400.522042,13.881746,-104.91233799999999,Measured,86.5,"DESI-5770, DESI-3543",,409.4275967,14.1589419,-18.9294886,439,P078,17
0,0,482,FIF,1,404.1310971,58.2769548,-18.7920365,395.425652,58.020281999999995,-104.805885,Measured,86.5,"DESI-5770, DESI-3543",,404.1310971,58.2769548,-18.7920365,482,P059,17
0,0,482,FIF,2,405.0532403,59.577627,-18.9432461,395.425652,58.020281999999995,-104.805885,Measured,86.5,"DESI-5770, DESI-3543",,405.0532403,59.577627,-18.9432461,482,P059,17
0,0,482,FIF,3,403.1585023,58.9732173,-18.6823913,395.425652,58.020281999999995,-104.805885,Measured,86.5,"DESI-5770, DESI-3543",,403.1585023,58.9732173,-18.6823913,482,P059,17
0,0,482,FIF,4,404.1073382,59.2749104,-18.7788958,395.425652,58.020281999999995,-104.805885,Measured,86.5,"DESI-5770, DESI-3543",,404.1073382,59.2749104,-18.7788958,482,P059,17
0,0,496,FIF,1,330.4344316,184.8276614,-15.964674299999999,324.23708,181.96633400000002,-102.21631500000001,Measured,86.5,"DESI-5770, DESI-3543",,330.4344316,184.8276614,-15.964674299999999,496,P002,14
0,0,496,FIF,2,331.8538655,185.553975,-16.1720923,324.23708,181.96633400000002,-102.21631500000001,Measured,86.5,"DESI-5770, DESI-3543",,331.8538655,185.553975,-16.1720923,496,P002,14
0,0,496,FIF,3,329.8881355,185.8969317,-15.9826644,324.23708,181.96633400000002,-102.21631500000001,Measured,86.5,"DESI-5770, DESI-3543",,329.8881355,185.8969317,-15.9826644,496,P002,14
0,0,496,FIF,4,330.8720082,185.7244895,-16.0347096,324.23708,181.96633400000002,-102.21631500000001,Measured,86.5,"DESI-5770, DESI-3543",,330.8720082,185.7244895,-16.0347096,496,P002,14
0,0,517,FIF,1,393.0895188,112.8035679,-18.8136926,385.311413,110.89451299999999,-104.92907199999999,Measured,86.5,"DESI-5770, DESI-3543",,393.0895188,112.8035679,-18.8136926,517,P067,16
0,0,517,FIF,2,394.6802093,112.778652,-19.0150322,385.311413,110.89451299999999,-104.92907199999999,Measured,86.5,"DESI-5770, DESI-3543",,394.6802093,112.778652,-19.0150322,517,P067,16
0,0,517,FIF,3,393.1063847,114.0060639,-18.8747079,385.311413,110.89451299999999,-104.92907199999999,Measured,86.5,"DESI-5770, DESI-3543",,393.1063847,114.0060639,-18.8747079,517,P067,16
0,0,517,FIF,4,393.8925075,113.390475,-18.915516099999998,385.311413,110.89451299999999,-104.92907199999999,Measured,86.5,"DESI-5770, DESI-3543",,393.8925075,113.390475,-18.915516099999998,517,P067,16
0,0,534,FIF,1,368.2562458,177.5130638,-18.9395316,359.81979900000005,172.81944199999998,-104.758139,Measured,86.5,"DESI-5770, DESI-3543",,368.2562458,177.5130638,-18.9395316,534,P073,14
0,0,534,FIF,2,366.8042394,176.8652518,-18.7108876,359.81979900000005,172.81944199999998,-104.758139,Measured,86.5,"DESI-5770, DESI-3543",,366.8042394,176.8652518,-18.7108876,534,P073,14
0,0,534,FIF,3,368.7468373,176.416172,-18.9054933,359.81979900000005,172.81944199999998,-104.758139,Measured,86.5,"DESI-5770, DESI-3543",,368.7468373,176.416172,-18.9054933,534,P073,14
0,0,534,FIF,4,367.7747189,176.6413062,-18.7824392,359.81979900000005,172.81944199999998,-104.758139,Measured,86.5,"DESI-5770, DESI-3543",,367.7747189,176.6413062,-18.7824392,534,P073,14
0,0,541,GIF,1,295.5151317,208.5342685,-14.755382099999999,,,,Measured,,DESI-5770,,295.5151317,208.5342685,-14.755382099999999,541,P151,UNKNOWN
0,0,541,GIF,2,294.6242134,207.2115999,-14.525238000000002,,,,Measured,,DESI-5770,,294.6242134,207.2115999,-14.525238000000002,541,P151,UNKNOWN
0,0,541,GIF,3,296.5051688,207.8615043,-14.802645,,,,Measured,,DESI-5770,,296.5051688,207.8615043,-14.802645,541,P151,UNKNOWN
0,0,541,GIF,4,295.5664403,207.5358176,-14.612002400000002,,,,Measured,,DESI-5770,,295.5664403,207.5358176,-14.612002400000002,541,P151,UNKNOWN
0,0,542,GIF,1,357.5516296,203.526469,-19.379518,,,,Measured,,DESI-5770,,357.5516296,203.526469,-19.379518,542,P150,UNKNOWN
0,0,542,GIF,2,356.0870241,202.898408,-19.1881047,,,,Measured,,DESI-5770,,356.0870241,202.898408,-19.1881047,542,P150,UNKNOWN
0,0,542,GIF,3,358.0277578,202.4299262,-19.3304403,,,,Measured,,DESI-5770,,358.0277578,202.4299262,-19.3304403,542,P150,UNKNOWN
0,0,542,GIF,4,357.0590576,202.6626633,-19.2227517,,,,Measured,,DESI-5770,,357.0590576,202.6626633,-19.2227517,542,P150,UNKNOWN
0,0,1,POS,0,38.70429095008233,5.243910732678598,-0.10396987377434641,38.018421000000004,5.133354,-86.60118,Calculated,86.5,DESI-3543,,38.70429095008233,5.243910732678598,-0.10396987377434641,1,01054,10
0,0,2,POS,0,33.52763809417251,14.314444291152146,-0.07692671370986659,32.895286999999996,14.06652,-86.57426,Calculated,86.5,DESI-3543,,33.52763809417251,14.314444291152146,-0.07692671370986659,2,01656,10
0,0,3,POS,0,49.07107434003876,5.213382163511802,-0.20417222337057694,48.283496,5.127418,-86.700544,Calculated,86.5,DESI-3543,,49.07107434003876,5.213382163511802,-0.20417222337057694,3,02319,10
