DEVICE_ID,DEVICE_TYPE,PETAL_ID,BUS_ID,CAN_ID,SI_ID,FULL_SI_ID,PETAL_LOC,DEVICE_LOC
1414,POS,1,10,1414,47:b4:19:02:21:65:03:13,21:65:03:43:37:ff:d8:05:41:4b:36:32,,13
1733,POS,1,10,1733,47:b4:19:02:15:82:03:13,15:82:03:43:37:ff:d6:05:41:4b:36:32,,31
2143,POS,1,10,2143,c3:74:02:08:38:79:07:13,38:79:07:43:33:ff:d7:05:43:57:30:38,,9
2202,POS,1,10,2202,c3:74:02:08:17:52:06:13,17:52:06:43:33:ff:db:05:43:57:30:38,,5
2222,POS,1,10,2222,c3:74:02:08:26:56:06:13,26:56:06:43:33:ff:d6:05:43:57:30:38,,20
2233,POS,1,10,2233,c3:74:02:08:13:61:06:13,13:61:06:43:33:ff:d6:05:43:57:30:38,,25
2491,POS,1,10,2491,c3:74:02:08:11:73:07:13,11:73:07:43:33:ff:d5:05:43:57:30:38,,3
6117,POS,1,10,6117,c0:86:0a:01:15:58:10:13,15:58:10:43:30:ff:d5:05:4b:58:32:31,,0
6239,POS,1,10,6239,c1:76:22:02:43:63:02:13,43:63:02:43:31:ff:da:05:4b:57:38:32,,10
6255,POS,1,10,6255,c0:86:0a:01:37:82:09:13,37:82:09:43:30:ff:d6:05:4b:58:32:31,,6
6257,POS,1,10,6257,c0:86:0a:01:16:58:10:13,16:58:10:43:30:ff:d6:05:4b:58:32:31,,7
6258,POS,1,10,6258,c0:86:0a:01:36:57:10:13,36:57:10:43:30:ff:db:05:4b:58:32:31,,30
6406,POS,1,10,6406,c1:76:22:02:40:65:02:13,40:65:02:43:31:ff:d8:05:4b:57:38:32,,8
6445,POS,1,10,6445,c1:76:22:02:33:68:01:13,33:68:01:43:31:ff:dd:05:4b:57:38:32,,18
6478,POS,1,10,6478,c1:76:22:02:35:58:02:13,35:58:02:43:31:ff:d6:05:4b:57:38:32,,14
6519,POS,1,10,6519,c0:86:0a:01:24:59:10:13,24:59:10:43:30:ff:db:05:4b:58:32:31,,24
6520,POS,1,10,6520,c0:86:0a:01:29:55:10:13,29:55:10:43:30:ff:d8:05:4b:58:32:31,,2
6522,POS,1,10,6522,c1:76:22:02:08:69:01:13,08:69:01:43:31:ff:d6:05:4b:57:38:32,,23
6523,POS,1,10,6523,c1:76:22:02:43:72:01:13,43:72:01:43:31:ff:d9:05:4b:57:38:32,,4
6525,POS,1,10,6525,c1:76:22:02:21:75:01:13,21:75:01:43:31:ff:da:05:4b:57:38:32,,19
6534,POS,1,10,6534,c1:76:22:02:11:76:01:13,11:76:01:43:31:ff:d8:05:4b:57:38:32,,15
6568,POS,1,10,6568,c1:76:22:02:05:62:01:13,05:62:01:43:31:ff:d7:05:4b:57:38:32,,12
6570,POS,1,10,6570,c1:76:22:02:09:69:01:13,09:69:01:43:31:ff:d8:05:4b:57:38:32,,1
6574,POS,1,10,6574,c1:76:22:02:15:61:01:13,15:61:01:43:31:ff:d7:05:4b:57:38:32,,16
6949,POS,1,10,6949,c1:76:22:02:26:68:01:13,26:68:01:43:31:ff:d8:05:4b:57:38:32,,17
P085,FIF,1,10,10085,47:b4:19:02:05:72:03:13,05:72:03:43:37:ff:dc:05:41:4b:36:32,,11
796,POS,1,11,796,47:b4:19:02:23:68:03:13,23:68:03:43:37:ff:d6:05:41:4b:36:32,,98
1292,POS,1,11,1292,47:b4:19:02:06:61:01:13,06:61:01:43:37:ff:dd:05:41:4b:36:32,,48
1347,POS,1,11,1347,47:b4:19:02:39:74:03:13,39:74:03:43:37:ff:db:05:41:4b:36:32,,88
1462,POS,1,11,1462,c3:74:02:08:10:62:06:13,10:62:06:43:33:ff:d6:05:43:57:30:38,,39
1504,POS,1,11,1504,c3:74:02:08:25:52:06:13,25:52:06:43:33:ff:d8:05:43:57:30:38,,40
1508,POS,1,11,1508,47:b4:19:02:40:82:03:13,40:82:03:43:37:ff:dc:05:41:4b:36:32,,47
1610,POS,1,11,1610,47:b4:19:02:20:88:02:13,20:88:02:43:37:ff:d9:05:41:4b:36:32,,65
1641,POS,1,11,1641,47:b4:19:02:26:77:01:13,26:77:01:43:37:ff:d8:05:41:4b:36:32,,111
1660,POS,1,11,1660,c3:74:02:08:37:65:06:13,37:65:06:43:33:ff:d5:05:43:57:30:38,,99
1785,POS,1,11,1785,47:b4:19:02:27:78:03:13,27:78:03:43:37:ff:d9:05:41:4b:36:32,,87
1798,POS,1,11,1798,c3:74:02:08:28:78:04:13,28:78:04:43:33:ff:d8:05:43:57:30:38,,77
1820,POS,1,11,1820,47:b4:19:02:08:69:02:13,08:69:02:43:37:ff:d5:05:41:4b:36:32,,53
1858,POS,1,11,1858,47:b4:19:02:10:61:01:13,10:61:01:43:37:ff:dc:05:41:4b:36:32,,35
1867,POS,1,11,1867,47:b4:19:02:42:62:01:13,42:62:01:43:37:ff:d7:05:41:4b:36:32,,32
1981,POS,1,11,1981,47:b4:19:02:06:70:02:13,06:70:02:43:37:ff:db:05:41:4b:36:32,,22
1989,POS,1,11,1989,47:b4:19:02:29:79:01:13,29:79:01:43:37:ff:d4:05:41:4b:36:32,,46
2012,POS,1,11,2012,c3:74:02:08:30:86:07:13,30:86:07:43:33:ff:d5:05:43:57:30:38,,100
2018,POS,1,11,2018,c3:74:02:08:16:54:06:13,16:54:06:43:33:ff:d9:05:43:57:30:38,,58
2119,POS,1,11,2119,c3:74:02:08:29:57:06:13,29:57:06:43:33:ff:d6:05:43:57:30:38,,66
2136,POS,1,11,2136,c3:74:02:08:19:74:07:13,19:74:07:43:33:ff:d8:05:43:57:30:38,,29
2169,POS,1,11,2169,c3:74:02:08:16:51:06:13,16:51:06:43:33:ff:d7:05:43:57:30:38,,43
2182,POS,1,11,2182,c3:74:02:08:33:84:07:13,33:84:07:43:33:ff:d4:05:43:57:30:38,,21
2226,POS,1,11,2226,c3:74:02:08:31:58:06:13,31:58:06:43:33:ff:d8:05:43:57:30:38,,34
2375,POS,1,11,2375,c3:74:02:08:29:77:07:13,29:77:07:43:33:ff:d8:05:43:57:30:38,,45
6073,POS,1,11,6073,c1:76:22:02:13:69:01:13,13:69:01:43:31:ff:dd:05:4b:57:38:32,,42
6074,POS,1,11,6074,c1:76:22:02:14:61:01:13,14:61:01:43:31:ff:d4:05:4b:57:38:32,,33
6277,POS,1,11,6277,c0:86:0a:01:16:60:10:13,16:60:10:43:30:ff:d9:05:4b:58:32:31,,56
6303,POS,1,11,6303,c1:76:22:02:16:70:01:13,16:70:01:43:31:ff:d8:05:4b:57:38:32,,28
6304,POS,1,11,6304,c1:76:22:02:19:75:01:13,19:75:01:43:31:ff:da:05:4b:57:38:32,,41
6357,POS,1,11,6357,c1:76:22:02:37:68:01:13,37:68:01:43:31:ff:da:05:4b:57:38:32,,27
6389,POS,1,11,6389,c1:76:22:02:31:58:02:13,31:58:02:43:31:ff:d8:05:4b:57:38:32,,26
6469,POS,1,11,6469,c1:76:22:02:28:61:01:13,28:61:01:43:31:ff:d7:05:4b:57:38:32,,57
6510,POS,1,11,6510,c1:76:22:02:16:84:01:13,16:84:01:43:31:ff:da:05:4b:57:38:32,,49
6545,POS,1,11,6545,c1:76:22:02:23:81:01:13,23:81:01:43:31:ff:da:05:4b:57:38:32,,70
6897,POS,1,11,6897,c1:76:22:02:12:65:01:13,12:65:01:43:31:ff:d5:05:4b:57:38:32,,60
6905,POS,1,11,6905,c1:76:22:02:18:58:02:13,18:58:02:43:31:ff:d6:05:4b:57:38:32,,68
6915,POS,1,11,6915,c1:76:22:02:35:86:01:13,35:86:01:43:31:ff:d9:05:4b:57:38:32,,51
7675,POS,1,11,7675,c1:76:22:02:14:65:02:13,14:65:02:43:31:ff:d4:05:4b:57:38:32,,52
7709,POS,1,11,7709,c1:76:22:02:24:66:01:13,24:66:01:43:31:ff:d7:05:4b:57:38:32,,44
7781,POS,1,11,7781,c0:86:0a:01:25:84:09:13,25:84:09:43:30:ff:d7:05:4b:58:32:31,,59
7941,POS,1,11,7941,c1:76:22:02:09:63:02:13,09:63:02:43:31:ff:dc:05:4b:57:38:32,,50
7990,POS,1,11,7990,c0:86:0a:01:30:89:09:13,30:89:09:43:30:ff:d8:05:4b:58:32:31,,36
7994,POS,1,11,7994,c1:76:22:02:25:52:01:13,25:52:01:43:31:ff:da:05:4b:57:38:32,,76
7995,POS,1,11,7995,c1:76:22:02:20:74:02:13,20:74:02:43:31:ff:d8:05:4b:57:38:32,,78
8100,POS,1,11,8100,c1:76:22:02:28:72:01:13,28:72:01:43:31:ff:d6:05:4b:57:38:32,,67
8129,POS,1,11,8129,c0:86:0a:01:11:81:09:13,11:81:09:43:30:ff:da:05:4b:58:32:31,,37
8130,POS,1,11,8130,c1:76:22:02:37:80:01:13,37:80:01:43:31:ff:db:05:4b:57:38:32,,69
8234,POS,1,11,8234,c1:76:22:02:08:73:01:13,08:73:01:43:31:ff:d4:05:4b:57:38:32,,79
8235,POS,1,11,8235,c1:76:22:02:05:71:02:13,05:71:02:43:31:ff:dc:05:4b:57:38:32,,89
8236,POS,1,11,8236,c1:76:22:02:26:71:01:13,26:71:01:43:31:ff:db:05:4b:57:38:32,,61
285,POS,1,12,285,c3:74:02:08:17:76:07:13,17:76:07:43:33:ff:da:05:43:57:30:38,,126
1395,POS,1,12,1395,47:b4:19:02:32:66:01:13,32:66:01:43:37:ff:da:05:41:4b:36:32,,156
1412,POS,1,12,1412,47:b4:19:02:37:60:01:13,37:60:01:43:37:ff:d6:05:41:4b:36:32,,187
1449,POS,1,12,1449,47:b4:19:02:42:76:01:13,42:76:01:43:37:ff:d6:05:41:4b:36:32,,202
1603,POS,1,12,1603,47:b4:19:02:35:59:01:13,35:59:01:43:37:ff:d7:05:41:4b:36:32,,217
1821,POS,1,12,1821,47:b4:19:02:25:66:03:13,25:66:03:43:37:ff:da:05:41:4b:36:32,,138
1928,POS,1,12,1928,47:b4:19:02:35:68:03:13,35:68:03:43:37:ff:da:05:41:4b:36:32,,172
2084,POS,1,12,2084,c3:74:02:08:11:56:06:13,11:56:06:43:33:ff:d7:05:43:57:30:38,,201
2223,POS,1,12,2223,c3:74:02:08:14:84:07:13,14:84:07:43:33:ff:d9:05:43:57:30:38,,186
2383,POS,1,12,2383,c3:74:02:08:24:60:06:13,24:60:06:43:33:ff:d6:05:43:57:30:38,,233
5987,POS,1,12,5987,c0:86:0a:01:38:83:09:13,38:83:09:43:30:ff:da:05:4b:58:32:31,,234
5989,POS,1,12,5989,c0:86:0a:01:23:83:09:13,23:83:09:43:30:ff:dd:05:4b:58:32:31,,251
5990,POS,1,12,5990,c0:86:0a:01:20:81:09:13,20:81:09:43:30:ff:d8:05:4b:58:32:31,,203
5993,POS,1,12,5993,c1:76:22:02:38:62:01:13,38:62:01:43:31:ff:da:05:4b:57:38:32,,256
5997,POS,1,12,5997,c0:86:0a:01:14:87:09:13,14:87:09:43:30:ff:d7:05:4b:58:32:31,,292
6002,POS,1,12,6002,c0:86:0a:01:13:87:09:13,13:87:09:43:30:ff:d5:05:4b:58:32:31,,273
6003,POS,1,12,6003,c0:86:0a:01:24:81:09:13,24:81:09:43:30:ff:d6:05:4b:58:32:31,,291
6188,POS,1,12,6188,c0:86:0a:01:31:90:09:13,31:90:09:43:30:ff:d9:05:4b:58:32:31,,218
6533,POS,1,12,6533,c1:76:22:02:28:70:01:13,28:70:01:43:31:ff:d9:05:4b:57:38:32,,272
6535,POS,1,12,6535,c1:76:22:02:08:62:01:13,08:62:01:43:31:ff:d8:05:4b:57:38:32,,255
6537,POS,1,12,6537,c1:76:22:02:14:76:01:13,14:76:01:43:31:ff:d9:05:4b:57:38:32,,238
7155,POS,1,12,7155,c1:76:22:02:17:54:01:13,17:54:01:43:31:ff:d6:05:4b:57:38:32,,188
7673,POS,1,12,7673,c1:76:22:02:17:62:01:13,17:62:01:43:31:ff:d9:05:4b:57:38:32,,171
7676,POS,1,12,7676,c0:86:0a:01:05:61:10:13,05:61:10:43:30:ff:dc:05:4b:58:32:31,,232
7702,POS,1,12,7702,c1:76:22:02:12:86:01:13,12:86:01:43:31:ff:db:05:4b:57:38:32,,183
7707,POS,1,12,7707,c1:76:22:02:06:63:02:13,06:63:02:43:31:ff:d7:05:4b:57:38:32,,214
7795,POS,1,12,7795,c1:76:22:02:21:64:02:13,21:64:02:43:31:ff:d7:05:4b:57:38:32,,139
7796,POS,1,12,7796,c1:76:22:02:08:57:01:13,08:57:01:43:31:ff:d5:05:4b:57:38:32,,181
7797,POS,1,12,7797,c0:86:0a:01:21:83:09:13,21:83:09:43:30:ff:dc:05:4b:58:32:31,,180
7798,POS,1,12,7798,c1:76:22:02:23:52:01:13,23:52:01:43:31:ff:d9:05:4b:57:38:32,,166
7799,POS,1,12,7799,c0:86:0a:01:26:60:10:13,26:60:10:43:30:ff:d8:05:4b:58:32:31,,152
7803,POS,1,12,7803,c1:76:22:02:38:72:02:13,38:72:02:43:31:ff:d9:05:4b:57:38:32,,199
7812,POS,1,12,7812,c1:76:22:02:07:73:02:13,07:73:02:43:31:ff:da:05:4b:57:38:32,,112
7814,POS,1,12,7814,c1:76:22:02:21:56:01:13,21:56:01:43:31:ff:d6:05:4b:57:38:32,,124
7815,POS,1,12,7815,c1:76:22:02:22:64:01:13,22:64:01:43:31:ff:d5:05:4b:57:38:32,,136
7910,POS,1,12,7910,c1:76:22:02:43:65:01:13,43:65:01:43:31:ff:d9:05:4b:57:38:32,,184
7911,POS,1,12,7911,c1:76:22:02:31:54:01:13,31:54:01:43:31:ff:db:05:4b:57:38:32,,170
7983,POS,1,12,7983,c1:76:22:02:20:68:02:13,20:68:02:43:31:ff:d4:05:4b:57:38:32,,113
8009,POS,1,12,8009,c1:76:22:02:32:80:01:13,32:80:01:43:31:ff:d7:05:4b:57:38:32,,165
8012,POS,1,12,8012,c0:86:0a:01:23:88:09:13,23:88:09:43:30:ff:d6:05:4b:58:32:31,,155
8024,POS,1,12,8024,c1:76:22:02:30:53:01:13,30:53:01:43:31:ff:dc:05:4b:57:38:32,,149
8036,POS,1,12,8036,c1:76:22:02:04:72:02:13,04:72:02:43:31:ff:d8:05:4b:57:38:32,,252
8039,POS,1,12,8039,c1:76:22:02:14:66:01:13,14:66:01:43:31:ff:d9:05:4b:57:38:32,,270
8040,POS,1,12,8040,c1:76:22:02:41:72:02:13,41:72:02:43:31:ff:db:05:4b:57:38:32,,235
8041,POS,1,12,8041,c1:76:22:02:15:69:01:13,15:69:01:43:31:ff:d3:05:4b:57:38:32,,204
8073,POS,1,12,8073,c1:76:22:02:06:79:01:13,06:79:01:43:31:ff:d9:05:4b:57:38:32,,219
8074,POS,1,12,8074,c0:86:0a:01:24:55:10:13,24:55:10:43:30:ff:d9:05:4b:58:32:31,,271
8079,POS,1,12,8079,c0:86:0a:01:10:59:10:13,10:59:10:43:30:ff:d6:05:4b:58:32:31,,254
8081,POS,1,12,8081,c1:76:22:02:15:69:02:13,15:69:02:43:31:ff:d3:05:4b:57:38:32,,290
8089,POS,1,12,8089,c1:76:22:02:17:68:01:13,17:68:01:43:31:ff:d9:05:4b:57:38:32,,311
8092,POS,1,12,8092,c1:76:22:02:34:74:01:13,34:74:01:43:31:ff:da:05:4b:57:38:32,,237
8125,POS,1,12,8125,c1:76:22:02:22:80:01:13,22:80:01:43:31:ff:d9:05:4b:57:38:32,,169
8126,POS,1,12,8126,c1:76:22:02:40:62:02:13,40:62:02:43:31:ff:da:05:4b:57:38:32,,151
8132,POS,1,12,8132,c1:76:22:02:27:56:01:13,27:56:01:43:31:ff:db:05:4b:57:38:32,,141
8159,POS,1,12,8159,c1:76:22:02:36:81:01:13,36:81:01:43:31:ff:d4:05:4b:57:38:32,,198
8167,POS,1,12,8167,c0:86:0a:01:42:61:10:13,42:61:10:43:30:ff:da:05:4b:58:32:31,,154
8168,POS,1,12,8168,c1:76:22:02:11:63:01:13,11:63:01:43:31:ff:d6:05:4b:57:38:32,,168
8169,POS,1,12,8169,c0:86:0a:01:19:55:10:13,19:55:10:43:30:ff:d6:05:4b:58:32:31,,182
8170,POS,1,12,8170,c1:76:22:02:24:56:01:13,24:56:01:43:31:ff:d6:05:4b:57:38:32,,197
8171,POS,1,12,8171,c1:76:22:02:24:53:01:13,24:53:01:43:31:ff:de:05:4b:57:38:32,,140
8172,POS,1,12,8172,c1:76:22:02:27:70:02:13,27:70:02:43:31:ff:d7:05:4b:57:38:32,,153
8186,POS,1,12,8186,c1:76:22:02:16:62:01:13,16:62:01:43:31:ff:dc:05:4b:57:38:32,,167
8187,POS,1,12,8187,c0:86:0a:01:39:82:09:13,39:82:09:43:30:ff:da:05:4b:58:32:31,,127
8198,POS,1,12,8198,c0:86:0a:01:11:61:10:13,11:61:10:43:30:ff:d6:05:4b:58:32:31,,220
8218,POS,1,12,8218,c0:86:0a:01:20:90:09:13,20:90:09:43:30:ff:da:05:4b:58:32:31,,274
8240,POS,1,12,8240,c1:76:22:02:42:71:02:13,42:71:02:43:31:ff:d9:05:4b:57:38:32,,101
8241,POS,1,12,8241,c1:76:22:02:04:74:01:13,04:74:01:43:31:ff:da:05:4b:57:38:32,,200
8242,POS,1,12,8242,c1:76:22:02:30:82:01:13,30:82:01:43:31:ff:d4:05:4b:57:38:32,,216
8243,POS,1,12,8243,c1:76:22:02:16:67:02:13,16:67:02:43:31:ff:d8:05:4b:57:38:32,,185
8244,POS,1,12,8244,c1:76:22:02:26:74:01:13,26:74:01:43:31:ff:d6:05:4b:57:38:32,,137
8245,POS,1,12,8245,c1:76:22:02:34:69:01:13,34:69:01:43:31:ff:da:05:4b:57:38:32,,125
8247,POS,1,12,8247,c1:76:22:02:39:77:01:13,39:77:01:43:31:ff:d4:05:4b:57:38:32,,215
8283,POS,1,12,8283,c1:76:22:02:41:69:01:13,41:69:01:43:31:ff:d9:05:4b:57:38:32,,310
8305,POS,1,12,8305,c1:76:22:02:18:69:02:13,18:69:02:43:31:ff:d5:05:4b:57:38:32,,236
8316,POS,1,12,8316,c1:76:22:02:26:90:01:13,26:90:01:43:31:ff:d7:05:4b:57:38:32,,253
P142,FIF,1,12,10142,c3:74:02:08:36:62:04:13,36:62:04:43:33:ff:d6:05:43:57:30:38,,150
1066,POS,1,13,1066,c3:74:02:08:19:80:04:13,19:80:04:43:33:ff:d8:05:43:57:30:38,,222
1258,POS,1,13,1258,47:b4:19:02:33:85:03:13,33:85:03:43:37:ff:d8:05:41:4b:36:32,,91
1438,POS,1,13,1438,47:b4:19:02:24:51:02:13,24:51:02:43:37:ff:d7:05:41:4b:36:32,,72
1620,POS,1,13,1620,47:b4:19:02:16:52:01:13,16:52:01:43:37:ff:d8:05:41:4b:36:32,,191
1985,POS,1,13,1985,47:b4:19:02:21:67:03:13,21:67:03:43:37:ff:da:05:41:4b:36:32,,206
2291,POS,1,13,2291,c3:74:02:08:15:57:06:13,15:57:06:43:33:ff:d7:05:43:57:30:38,,109
5754,POS,1,13,5754,c3:74:02:08:13:82:06:13,13:82:06:43:33:ff:d8:05:43:57:30:38,,133
5991,POS,1,13,5991,c1:76:22:02:36:64:01:13,36:64:01:43:31:ff:d4:05:4b:57:38:32,,119
5992,POS,1,13,5992,c0:86:0a:01:34:83:09:13,34:83:09:43:30:ff:d8:05:4b:58:32:31,,142
5994,POS,1,13,5994,c0:86:0a:01:28:83:09:13,28:83:09:43:30:ff:d8:05:4b:58:32:31,,143
5995,POS,1,13,5995,c0:86:0a:01:28:81:09:13,28:81:09:43:30:ff:d7:05:4b:58:32:31,,86
5999,POS,1,13,5999,c0:86:0a:01:17:87:09:13,17:87:09:43:30:ff:d8:05:4b:58:32:31,,96
6067,POS,1,13,6067,c1:76:22:02:32:72:01:13,32:72:01:43:31:ff:dc:05:4b:57:38:32,,97
6189,POS,1,13,6189,c0:86:0a:01:37:56:10:13,37:56:10:43:30:ff:dd:05:4b:58:32:31,,115
6190,POS,1,13,6190,c1:76:22:02:11:60:02:13,11:60:02:43:31:ff:d5:05:4b:57:38:32,,93
6191,POS,1,13,6191,c0:86:0a:01:37:57:10:13,37:57:10:43:30:ff:da:05:4b:58:32:31,,104
6193,POS,1,13,6193,c1:76:22:02:12:60:02:13,12:60:02:43:31:ff:d7:05:4b:57:38:32,,83
6305,POS,1,13,6305,c1:76:22:02:32:71:01:13,32:71:01:43:31:ff:d7:05:4b:57:38:32,,108
6307,POS,1,13,6307,c1:76:22:02:16:61:01:13,16:61:01:43:31:ff:d9:05:4b:57:38:32,,144
6327,POS,1,13,6327,c1:76:22:02:30:70:01:13,30:70:01:43:31:ff:d5:05:4b:57:38:32,,74
6328,POS,1,13,6328,c1:76:22:02:34:67:01:13,34:67:01:43:31:ff:d9:05:4b:57:38:32,,128
6329,POS,1,13,6329,c1:76:22:02:20:77:01:13,20:77:01:43:31:ff:db:05:4b:57:38:32,,64
6358,POS,1,13,6358,c1:76:22:02:19:68:01:13,19:68:01:43:31:ff:d9:05:4b:57:38:32,,120
6385,POS,1,13,6385,c1:76:22:02:13:71:01:13,13:71:01:43:31:ff:da:05:4b:57:38:32,,158
6386,POS,1,13,6386,c1:76:22:02:34:77:01:13,34:77:01:43:31:ff:d9:05:4b:57:38:32,,145
6387,POS,1,13,6387,c1:76:22:02:19:65:01:13,19:65:01:43:31:ff:d9:05:4b:57:38:32,,131
6388,POS,1,13,6388,c1:76:22:02:03:71:01:13,03:71:01:43:31:ff:da:05:4b:57:38:32,,132
6472,POS,1,13,6472,c1:76:22:02:19:82:01:13,19:82:01:43:31:ff:d6:05:4b:57:38:32,,85
6473,POS,1,13,6473,c1:76:22:02:37:58:02:13,37:58:02:43:31:ff:d9:05:4b:57:38:32,,95
6475,POS,1,13,6475,c1:76:22:02:25:65:01:13,25:65:01:43:31:ff:d7:05:4b:57:38:32,,105
6476,POS,1,13,6476,c1:76:22:02:24:65:01:13,24:65:01:43:31:ff:d8:05:4b:57:38:32,,116
6477,POS,1,13,6477,c1:76:22:02:33:77:01:13,33:77:01:43:31:ff:db:05:4b:57:38:32,,106
6479,POS,1,13,6479,c1:76:22:02:03:70:01:13,03:70:01:43:31:ff:da:05:4b:57:38:32,,94
6481,POS,1,13,6481,c1:76:22:02:44:72:01:13,44:72:01:43:31:ff:db:05:4b:57:38:32,,117
6482,POS,1,13,6482,c1:76:22:02:14:67:01:13,14:67:01:43:31:ff:db:05:4b:57:38:32,,129
6484,POS,1,13,6484,c1:76:22:02:06:67:01:13,06:67:01:43:31:ff:d4:05:4b:57:38:32,,84
6495,POS,1,13,6495,c1:76:22:02:34:72:01:13,34:72:01:43:31:ff:d5:05:4b:57:38:32,,157
6524,POS,1,13,6524,c1:76:22:02:17:61:01:13,17:61:01:43:31:ff:d5:05:4b:57:38:32,,62
6526,POS,1,13,6526,c1:76:22:02:04:69:01:13,04:69:01:43:31:ff:d7:05:4b:57:38:32,,107
6531,POS,1,13,6531,c1:76:22:02:32:70:01:13,32:70:01:43:31:ff:d5:05:4b:57:38:32,,118
6536,POS,1,13,6536,c0:86:0a:01:32:55:10:13,32:55:10:43:30:ff:da:05:4b:58:32:31,,130
6844,POS,1,13,6844,c1:76:22:02:31:71:02:13,31:71:02:43:31:ff:d6:05:4b:57:38:32,,148
6845,POS,1,13,6845,c1:76:22:02:22:67:02:13,22:67:02:43:31:ff:d8:05:4b:57:38:32,,205
6846,POS,1,13,6846,c1:76:22:02:32:59:02:13,32:59:02:43:31:ff:d7:05:4b:57:38:32,,162
6896,POS,1,13,6896,c1:76:22:02:10:58:02:13,10:58:02:43:31:ff:d6:05:4b:57:38:32,,190
6965,POS,1,13,6965,c1:76:22:02:17:82:01:13,17:82:01:43:31:ff:d7:05:4b:57:38:32,,134
6970,POS,1,13,6970,c1:76:22:02:14:87:01:13,14:87:01:43:31:ff:da:05:4b:57:38:32,,160
6973,POS,1,13,6973,c1:76:22:02:16:82:01:13,16:82:01:43:31:ff:d7:05:4b:57:38:32,,135
6988,POS,1,13,6988,c1:76:22:02:16:83:01:13,16:83:01:43:31:ff:d6:05:4b:57:38:32,,174
6996,POS,1,13,6996,c1:76:22:02:22:59:02:13,22:59:02:43:31:ff:da:05:4b:57:38:32,,146
6997,POS,1,13,6997,c1:76:22:02:16:71:02:13,16:71:02:43:31:ff:d6:05:4b:57:38:32,,123
6998,POS,1,13,6998,c1:76:22:02:39:66:02:13,39:66:02:43:31:ff:d5:05:4b:57:38:32,,175
6999,POS,1,13,6999,c1:76:22:02:16:60:02:13,16:60:02:43:31:ff:da:05:4b:57:38:32,,189
7000,POS,1,13,7000,c1:76:22:02:05:67:02:13,05:67:02:43:31:ff:d7:05:4b:57:38:32,,147
7699,POS,1,13,7699,c1:76:22:02:37:57:01:13,37:57:01:43:31:ff:dd:05:4b:57:38:32,,81
7782,POS,1,13,7782,c0:86:0a:01:15:55:10:13,15:55:10:43:30:ff:d7:05:4b:58:32:31,,176
7783,POS,1,13,7783,c0:86:0a:01:10:56:10:13,10:56:10:43:30:ff:db:05:4b:58:32:31,,122
7989,POS,1,13,7989,c1:76:22:02:28:63:01:13,28:63:01:43:31:ff:d4:05:4b:57:38:32,,110
7991,POS,1,13,7991,c1:76:22:02:39:75:01:13,39:75:01:43:31:ff:d8:05:4b:57:38:32,,63
7992,POS,1,13,7992,c0:86:0a:01:34:54:10:13,34:54:10:43:30:ff:db:05:4b:58:32:31,,173
