DEVICE_ID,DEVICE_TYPE,PETAL_ID,BUS_ID,CAN_ID,SI_ID,FULL_SI_ID,PETAL_LOC,DEVICE_LOC
6555,POS,1,22,6555,c1:76:22:02:11:72:01:13,11:72:01:43:31:ff:d6:05:4b:57:38:32,,286
6557,POS,1,22,6557,c1:76:22:02:04:72:01:13,04:72:01:43:31:ff:d8:05:4b:57:38:32,,323
7551,POS,1,22,7551,c1:76:22:02:29:63:02:13,29:63:02:43:31:ff:d7:05:4b:57:38:32,,390
7672,POS,1,22,7672,c1:76:22:02:04:74:02:13,04:74:02:43:31:ff:d5:05:4b:57:38:32,,411
7703,POS,1,22,7703,c0:86:0a:01:25:61:10:13,25:61:10:43:30:ff:da:05:4b:58:32:31,,309
7705,POS,1,22,7705,c1:76:22:02:38:75:01:13,38:75:01:43:31:ff:d7:05:4b:57:38:32,,371
7706,POS,1,22,7706,c1:76:22:02:24:74:01:13,24:74:01:43:31:ff:d6:05:4b:57:38:32,,351
7802,POS,1,22,7802,c1:76:22:02:11:69:02:13,11:69:02:43:31:ff:d6:05:4b:57:38:32,,372
7810,POS,1,22,7810,c1:76:22:02:28:58:01:13,28:58:01:43:31:ff:d6:05:4b:57:38:32,,348
7811,POS,1,22,7811,c1:76:22:02:32:55:01:13,32:55:01:43:31:ff:d9:05:4b:57:38:32,,369
7813,POS,1,22,7813,c0:86:0a:01:29:56:10:13,29:56:10:43:30:ff:db:05:4b:58:32:31,,328
8020,POS,1,22,8020,c0:86:0a:01:19:88:09:13,19:88:09:43:30:ff:da:05:4b:58:32:31,,415
8021,POS,1,22,8021,c1:76:22:02:05:73:02:13,05:73:02:43:31:ff:d9:05:4b:57:38:32,,414
8022,POS,1,22,8022,c1:76:22:02:26:64:01:13,26:64:01:43:31:ff:da:05:4b:57:38:32,,392
8023,POS,1,22,8023,c1:76:22:02:30:57:01:13,30:57:01:43:31:ff:da:05:4b:57:38:32,,393
8025,POS,1,22,8025,c1:76:22:02:17:67:02:13,17:67:02:43:31:ff:d9:05:4b:57:38:32,,437
8103,POS,1,22,8103,c1:76:22:02:07:79:01:13,07:79:01:43:31:ff:da:05:4b:57:38:32,,366
8105,POS,1,22,8105,c1:76:22:02:05:63:02:13,05:63:02:43:31:ff:d5:05:4b:57:38:32,,325
8123,POS,1,22,8123,c1:76:22:02:31:68:01:13,31:68:01:43:31:ff:d6:05:4b:57:38:32,,435
8124,POS,1,22,8124,c0:86:0a:01:34:58:10:13,34:58:10:43:30:ff:d6:05:4b:58:32:31,,413
8127,POS,1,22,8127,c0:86:0a:01:21:53:10:13,21:53:10:43:30:ff:db:05:4b:58:32:31,,436
8246,POS,1,22,8246,c1:76:22:02:36:62:02:13,36:62:02:43:31:ff:d8:05:4b:57:38:32,,459
8475,POS,1,22,8475,c1:76:22:02:16:69:02:13,16:69:02:43:31:ff:da:05:4b:57:38:32,,349
P149,GIF,1,22,10149,,,,541
P152,GIF,1,22,10152,,,,542
1822,POS,1,23,1822,47:b4:19:02:31:71:01:13,31:71:01:43:37:ff:d7:05:41:4b:36:32,,285
2072,POS,1,23,2072,c3:74:02:08:40:77:07:13,40:77:07:43:33:ff:d4:05:43:57:30:38,,303
2230,POS,1,23,2230,c3:74:02:08:18:87:07:13,18:87:07:43:33:ff:db:05:43:57:30:38,,248
5893,POS,1,23,5893,c1:76:22:02:24:63:01:13,24:63:01:43:31:ff:d8:05:4b:57:38:32,,265
5988,POS,1,23,5988,c1:76:22:02:23:58:01:13,23:58:01:43:31:ff:d8:05:4b:57:38:32,,207
6063,POS,1,23,6063,c1:76:22:02:43:64:02:13,43:64:02:43:31:ff:d9:05:4b:57:38:32,,267
6100,POS,1,23,6100,c1:76:22:02:12:62:02:13,12:62:02:43:31:ff:d4:05:4b:57:38:32,,212
6101,POS,1,23,6101,c1:76:22:02:20:62:02:13,20:62:02:43:31:ff:d6:05:4b:57:38:32,,281
6102,POS,1,23,6102,c0:86:0a:01:12:62:10:13,12:62:10:43:30:ff:d7:05:4b:58:32:31,,195
6103,POS,1,23,6103,c1:76:22:02:43:65:02:13,43:65:02:43:31:ff:dc:05:4b:57:38:32,,263
6104,POS,1,23,6104,c1:76:22:02:29:62:02:13,29:62:02:43:31:ff:d9:05:4b:57:38:32,,246
6105,POS,1,23,6105,c1:76:22:02:37:64:02:13,37:64:02:43:31:ff:d8:05:4b:57:38:32,,210
6116,POS,1,23,6116,c1:76:22:02:35:53:01:13,35:53:01:43:31:ff:db:05:4b:57:38:32,,261
6118,POS,1,23,6118,c0:86:0a:01:18:51:10:13,18:51:10:43:30:ff:da:05:4b:58:32:31,,211
6149,POS,1,23,6149,c0:86:0a:01:38:82:09:13,38:82:09:43:30:ff:d8:05:4b:58:32:31,,227
6150,POS,1,23,6150,c0:86:0a:01:40:82:09:13,40:82:09:43:30:ff:d8:05:4b:58:32:31,,244
6223,POS,1,23,6223,c0:86:0a:01:17:57:10:13,17:57:10:43:30:ff:d9:05:4b:58:32:31,,284
6226,POS,1,23,6226,c0:86:0a:01:19:52:10:13,19:52:10:43:30:ff:d9:05:4b:58:32:31,,231
6248,POS,1,23,6248,c0:86:0a:01:17:82:09:13,17:82:09:43:30:ff:d7:05:4b:58:32:31,,196
6249,POS,1,23,6249,c0:86:0a:01:15:60:10:13,15:60:10:43:30:ff:da:05:4b:58:32:31,,245
6250,POS,1,23,6250,c0:86:0a:01:14:60:10:13,14:60:10:43:30:ff:d7:05:4b:58:32:31,,213
6251,POS,1,23,6251,c0:86:0a:01:11:62:10:13,11:62:10:43:30:ff:d7:05:4b:58:32:31,,264
6252,POS,1,23,6252,c0:86:0a:01:14:54:10:13,14:54:10:43:30:ff:d7:05:4b:58:32:31,,282
6253,POS,1,23,6253,c1:76:22:02:41:65:02:13,41:65:02:43:31:ff:da:05:4b:57:38:32,,228
6426,POS,1,23,6426,c1:76:22:02:06:64:02:13,06:64:02:43:31:ff:da:05:4b:57:38:32,,322
6448,POS,1,23,6448,c1:76:22:02:09:62:01:13,09:62:01:43:31:ff:d6:05:4b:57:38:32,,229
6511,POS,1,23,6511,c1:76:22:02:15:77:01:13,15:77:01:43:31:ff:d6:05:4b:57:38:32,,193
6528,POS,1,23,6528,c1:76:22:02:35:71:01:13,35:71:01:43:31:ff:da:05:4b:57:38:32,,302
6530,POS,1,23,6530,c1:76:22:02:20:75:01:13,20:75:01:43:31:ff:d5:05:4b:57:38:32,,250
6546,POS,1,23,6546,c1:76:22:02:29:84:01:13,29:84:01:43:31:ff:d7:05:4b:57:38:32,,247
6553,POS,1,23,6553,c1:76:22:02:08:66:01:13,08:66:01:43:31:ff:d9:05:4b:57:38:32,,283
6556,POS,1,23,6556,c1:76:22:02:14:85:01:13,14:85:01:43:31:ff:d6:05:4b:57:38:32,,230
6558,POS,1,23,6558,c1:76:22:02:38:66:01:13,38:66:01:43:31:ff:da:05:4b:57:38:32,,266
6560,POS,1,23,6560,c1:76:22:02:05:67:01:13,05:67:01:43:31:ff:da:05:4b:57:38:32,,249
6639,POS,1,23,6639,c1:76:22:02:22:75:01:13,22:75:01:43:31:ff:d7:05:4b:57:38:32,,262
7063,POS,1,23,7063,c1:76:22:02:33:89:01:13,33:89:01:43:31:ff:d8:05:4b:57:38:32,,179
7112,POS,1,23,7112,c1:76:22:02:21:59:02:13,21:59:02:43:31:ff:d8:05:4b:57:38:32,,178
8063,POS,1,23,8063,c1:76:22:02:19:71:01:13,19:71:01:43:31:ff:da:05:4b:57:38:32,,301
8111,POS,1,23,8111,c1:76:22:02:34:58:01:13,34:58:01:43:31:ff:d8:05:4b:57:38:32,,209
8210,POS,1,23,8210,c1:76:22:02:38:62:02:13,38:62:02:43:31:ff:d5:05:4b:57:38:32,,225
8211,POS,1,23,8211,c1:76:22:02:33:62:02:13,33:62:02:43:31:ff:d8:05:4b:57:38:32,,243
8227,POS,1,23,8227,c0:86:0a:01:12:82:09:13,12:82:09:43:30:ff:d7:05:4b:58:32:31,,226
8269,POS,1,23,8269,c1:76:22:02:19:80:01:13,19:80:01:43:31:ff:db:05:4b:57:38:32,,177
8270,POS,1,23,8270,c1:76:22:02:35:84:01:13,35:84:01:43:31:ff:d5:05:4b:57:38:32,,224
8284,POS,1,23,8284,c1:76:22:02:04:69:02:13,04:69:02:43:31:ff:d6:05:4b:57:38:32,,208
8293,POS,1,23,8293,c1:76:22:02:34:66:01:13,34:66:01:43:31:ff:d6:05:4b:57:38:32,,163
8294,POS,1,23,8294,c1:76:22:02:19:76:01:13,19:76:01:43:31:ff:d7:05:4b:57:38:32,,242
8295,POS,1,23,8295,c1:76:22:02:21:68:01:13,21:68:01:43:31:ff:da:05:4b:57:38:32,,164
8315,POS,1,23,8315,c1:76:22:02:29:68:01:13,29:68:01:43:31:ff:da:05:4b:57:38:32,,192
8330,POS,1,23,8330,c1:76:22:02:42:77:01:13,42:77:01:43:31:ff:d9:05:4b:57:38:32,,194
