DEVICE_ID,DEVICE_TYPE,PETAL_ID,BUS_ID,CAN_ID,PETAL_LOC,DEVICE_LOC,FVC_ID,SLIT_ID,SLITBLOCK_ID,BLOCKFIBER_ID,SPECTRO_ID,ENABLED
M02009,POS,1,17,2009,3,440,1440,,,,,N/A
M02010,POS,1,15,2010,3,293,1293,,,,,N/A
M02012,POS,1,11,2012,3,100,1100,,,,,N/A
M02018,POS,1,11,2018,3,58,1058,,,,,N/A
M02026,POS,1,15,2026,3,404,1404,,,,,N/A
M02049,POS,1,14,2049,3,523,1523,,,,,N/A
M02052,POS,1,17,2052,3,442,1442,,,,,N/A
M02059,POS,1,22,2059,3,330,1330,,,,,N/A
M02062,POS,1,15,2062,3,298,1298,,,,,N/A
M02070,POS,1,15,2070,3,341,1341,,,,,N/A
M02071,POS,1,22,2071,3,306,1306,,,,,N/A
M02074,POS,1,17,2074,3,420,1420,,,,,N/A
M02084,POS,1,12,2084,3,201,1201,,,,,N/A
M02116,POS,1,22,2116,3,412,1412,,,,,N/A
M02119,POS,1,11,2119,3,66,1066,,,,,N/A
M02136,POS,1,11,2136,3,29,1029,,,,,N/A
M02138,POS,1,15,2138,3,257,1257,,,,,N/A
M02142,POS,1,15,2142,3,296,1296,,,,,N/A
M02143,POS,1,10,2143,3,9,1009,,,,,N/A
M02144,POS,1,15,2144,3,315,1315,,,,,N/A
M02145,POS,1,22,2145,3,370,1370,,,,,N/A
M02149,POS,1,15,2149,3,297,1297,,,,,N/A
M02152,POS,1,17,2152,3,398,1398,,,,,N/A
M02155,POS,1,17,2155,3,441,1441,,,,,N/A
M02158,POS,1,15,2158,3,240,1240,,,,,N/A
M02161,POS,1,14,2161,3,473,1473,,,,,N/A
M02162,POS,1,15,2162,3,260,1260,,,,,N/A
M02163,POS,1,15,2163,3,277,1277,,,,,N/A
M02169,POS,1,11,2169,3,43,1043,,,,,N/A
M02175,POS,1,22,2175,3,269,1269,,,,,N/A
M02180,POS,1,15,2180,3,241,1241,,,,,N/A
M02182,POS,1,11,2182,3,21,1021,,,,,N/A
M02187,POS,1,22,2187,3,326,1326,,,,,N/A
M02198,POS,1,22,2198,3,305,1305,,,,,N/A
M02202,POS,1,10,2202,3,5,1005,,,,,N/A
M02214,POS,1,17,2214,3,463,1463,,,,,N/A
M02220,POS,1,22,2220,3,345,1345,,,,,N/A
M02221,POS,1,22,2221,3,268,1268,,,,,N/A
M02222,POS,1,10,2222,3,20,1020,,,,,N/A
M02223,POS,1,12,2223,3,186,1186,,,,,N/A
M02224,POS,1,22,2224,3,308,1308,,,,,N/A
M02226,POS,1,11,2226,3,34,1034,,,,,N/A
M02230,POS,1,23,2230,3,248,1248,,,,,N/A
M02233,POS,1,10,2233,3,25,1025,,,,,N/A
M02236,POS,1,15,2236,3,361,1361,,,,,N/A
M02278,POS,1,14,2278,3,431,1431,,,,,N/A
M02291,POS,1,13,2291,3,109,1109,,,,,N/A
M02298,POS,1,17,2298,3,484,1484,,,,,N/A
M02304,POS,1,15,2304,3,279,1279,,,,,N/A
M02362,POS,1,17,2362,3,355,1355,,,,,N/A
M02375,POS,1,11,2375,3,45,1045,,,,,N/A
M02383,POS,1,12,2383,3,233,1233,,,,,N/A
M02388,POS,1,22,2388,3,350,1350,,,,,N/A
M02391,POS,1,17,2391,3,419,1419,,,,,N/A
M02491,POS,1,10,2491,3,3,1003,,,,,N/A
M05025,POS,1,22,5025,3,288,1288,,,,,N/A
M05669,POS,1,14,5669,3,408,1408,,,,,N/A
M05693,POS,1,17,5693,3,373,1373,,,,,N/A
M05708,POS,1,15,5708,3,427,1427,,,,,N/A
M05754,POS,1,13,5754,3,133,1133,,,,,N/A
M05987,POS,1,12,5987,3,234,1234,,,,,N/A
M05988,POS,1,23,5988,3,207,1207,,,,,N/A
M05989,POS,1,12,5989,3,251,1251,,,,,N/A
M05990,POS,1,12,5990,3,203,1203,,,,,N/A
M05991,POS,1,13,5991,3,119,1119,,,,,N/A
M05992,POS,1,13,5992,3,142,1142,,,,,N/A
M05993,POS,1,12,5993,3,256,1256,,,,,N/A
M05994,POS,1,13,5994,3,143,1143,,,,,N/A
M05995,POS,1,13,5995,3,86,1086,,,,,N/A
M05997,POS,1,12,5997,3,292,1292,,,,,N/A
M05999,POS,1,13,5999,3,96,1096,,,,,N/A
