PETAL_ID,PETAL_LOC,DEVICE_LOC,DEVICE_TYPE,PINHOLE_ID,X_PTL,Y_PTL,Z_PTL,X_MNT,Y_MNT,Z_MNT,PTL_SOURCE,PROJ_DISTANCE,PROVENANCE,NOTES,X_FP,Y_FP,Z_FP,LOCATION
1,0,29,POS,0,95.8688714515052,32.34325879810756,-1.0394107508243877,94.562256,31.901001,-87.528411,Calculated,86.5,DESI-3543,,24.582258473484302,98.14601098062724,-1.0394107508243877,2029
1,0,30,POS,0,90.63898518605814,41.3857980338074,-1.019806036808646,89.398824,40.817141,-87.509046,Calculated,86.5,DESI-3543,,14.147504469006755,98.63091823435994,-1.019806036808646,2030
1,0,31,POS,0,85.38578320179013,50.46529798949539,-0.9967892820274216,84.224914,49.758466,-87.486111,Calculated,86.5,DESI-3543,,3.6690515544396405,99.11617594945105,-0.9967892820274216,2031
1,0,32,POS,0,121.8978564188205,5.258682208783005,-1.5383060690287493,120.219209,5.129592,-88.02192,Calculated,86.5,DESI-3543,,61.43666440645573,105.41478740994967,-1.5383060690287493,2032
1,0,33,POS,0,116.6850104514223,14.245909540646734,-1.4286921960511307,115.079517,14.046263,-87.913561,Calculated,86.5,DESI-3543,,51.05766067649924,105.88414843087838,-1.4286921960511307,2033
1,0,34,POS,0,111.47633099495101,23.303214746221556,-1.3371408576711872,109.94826699999999,22.985708,-87.82306,Calculated,86.5,DESI-3543,,40.621939624599065,106.39487868661641,-1.3371408576711872,2034
1,0,35,POS,0,106.28350674127012,32.339865149678424,-1.2658144694640043,104.83205,31.893471999999996,-87.752484,Calculated,86.5,DESI-3543,,30.212165592005746,106.90779079824921,-1.2658144694640043,2035
1,0,36,POS,0,101.04820884903891,41.37456507667573,-1.2336816519373741,99.669394,40.809676,-87.72084699999999,Calculated,86.5,DESI-3543,,19.781084223912366,107.38390872849408,-1.2336816519373741,2036
1,0,37,POS,0,95.80306403941945,50.46878434743948,-1.2016339720932052,94.48703499999999,49.773187,-87.688825,Calculated,86.5,DESI-3543,,9.29459874283414,107.88389920214769,-1.2016339720932052,2037
1,0,39,POS,0,132.30576239726545,5.205708388938957,-1.8228423416669557,130.483271,5.124708,-88.30360300000001,Calculated,86.5,DESI-3543,,67.10465593822155,114.14411642640736,-1.8228423416669557,2039
1,0,40,POS,0,127.10182568676878,14.252127482112304,-1.695990990780345,125.34971399999999,14.044970000000001,-88.177996,Calculated,86.5,DESI-3543,,56.68065775063081,114.65295577363888,-1.695990990780345,2040
1,0,41,POS,0,121.88844517708738,23.321486467466297,-1.6050276606059413,120.215131,22.988957,-88.088202,Calculated,86.5,DESI-3543,,46.23225380289975,115.16624291451167,-1.6050276606059413,2041
1,0,42,POS,0,116.69771695036076,32.355097003598644,-1.5176436820677992,115.09577,31.906066999999997,-88.001643,Calculated,86.5,DESI-3543,,35.82617021865425,115.6792763246849,-1.5176436820677992,2042
1,0,43,POS,0,111.46154542355053,41.375964727421305,-1.4716854771681938,109.933995,40.807004,-87.956325,Calculated,86.5,DESI-3543,,25.406256221410757,116.1471855455097,-1.4716854771681938,2043
1,0,44,POS,0,106.21440320567956,50.45865702063252,-1.4325233073957264,104.755509,49.766624,-87.917451,Calculated,86.5,DESI-3543,,14.928391153201474,116.63926720552352,-1.4325233073957264,2044
1,0,45,POS,0,100.96673467782757,59.594956785745524,-1.421543452616504,99.58923399999999,58.77083100000001,-87.906648,Calculated,86.5,DESI-3543,,4.405132586321585,117.15987023163962,-1.421543452616504,2045
1,0,46,POS,0,142.71291233317373,5.21049286560404,-2.141856252653014,140.733856,5.1287720000000006,-88.619175,Calculated,86.5,DESI-3543,,72.72363704781709,122.90401619579406,-2.141856252653014,2046
1,0,47,POS,0,137.5076388871365,14.24314823474456,-1.9983206658312866,135.61119,14.050292,-88.477314,Calculated,86.5,DESI-3543,,62.31049839334797,123.40429414702156,-1.9983206658312866,2047
1,0,48,POS,0,132.30109548242345,23.336368990115638,-1.8902746681657874,130.479364,23.002551999999998,-88.37044499999999,Calculated,86.5,DESI-3543,,51.845709562081254,123.93622708270765,-1.8902746681657874,2048
1,0,49,POS,0,127.11068370920862,32.37525400608207,-1.7882293210682576,125.360473,31.929276,-88.26937099999999,Calculated,86.5,DESI-3543,,41.435358636657526,124.4523765929457,-1.7882293210682576,2049
1,0,50,POS,0,121.87040070557296,41.40657644625496,-1.7299201191051736,120.203994,40.838139,-88.211999,Calculated,86.5,DESI-3543,,31.004425858541623,124.9224748326684,-1.7299201191051736,2050
1,0,51,POS,0,116.62457079706002,50.46121931029034,-1.6834151187163684,115.024976,49.754976,-88.16574,Calculated,86.5,DESI-3543,,20.550872614896385,125.40050559166811,-1.6834151187163684,2051
1,0,52,POS,0,111.39285461534317,59.596654644507474,-1.6559071656721187,109.86265,58.765980000000006,-88.138382,Calculated,86.5,DESI-3543,,10.036960530934564,125.93406500019023,-1.6559071656721187,2052
1,0,53,POS,0,106.16958031171217,68.64271513650466,-1.658070245678573,104.706816,67.690387,-88.140458,Calculated,86.5,DESI-3543,,-0.3971840503317452,126.42643857084083,-1.658070245678573,2053
1,0,54,POS,0,153.12663531064905,5.211920579706782,-2.4798816913708777,150.98882,5.124686,-88.953416,Calculated,86.5,DESI-3543,,78.34899420522699,131.66763332238867,-2.4798816913708777,2054
1,0,55,POS,0,147.91306818547025,14.239288614138502,-2.3268999630257383,145.86621399999999,14.041077,-88.802452,Calculated,86.5,DESI-3543,,67.93582359553797,132.15807562412618,-2.3268999630257383,2055
1,0,56,POS,0,142.7014344793135,23.33166236234012,-2.205146577579967,140.732819,23.006253,-88.68213,Calculated,86.5,DESI-3543,,57.46899719462067,132.6852675789167,-2.205146577579967,2056
1,0,57,POS,0,137.50746370392335,32.382887185103954,-2.10077426734577,135.616495,31.924916999999997,-88.57889,Calculated,86.5,DESI-3543,,47.046339742736876,133.20508951815597,-2.10077426734577,2057
1,0,58,POS,0,132.28406641571064,41.418186447413845,-2.0194371842933805,130.460873,40.842975,-88.498308,Calculated,86.5,DESI-3543,,36.6211839751602,133.69154528363546,-2.0194371842933805,2058
1,0,59,POS,0,127.03780901690705,50.45940844109364,-1.960016605140055,125.28927900000001,49.762848999999996,-88.439537,Calculated,86.5,DESI-3543,,26.17869303052028,134.16196499475942,-1.960016605140055,2059
1,0,60,POS,0,121.80634546153809,59.581914244085155,-1.9176188035895478,120.12584,58.753367000000004,-88.397324,Calculated,86.5,DESI-3543,,15.675797266530274,134.6887511254883,-1.9176188035895478,2060
1,0,61,POS,0,116.58451225304484,68.64459898077185,-1.9089134324854058,114.967496,67.685975,-88.388485,Calculated,86.5,DESI-3543,,5.228442492739305,135.1913194536227,-1.9089134324854058,2061
1,0,62,POS,0,163.54229450689803,5.218265707458582,-2.8419598746797448,161.241474,5.1314269999999995,-89.311311,Calculated,86.5,DESI-3543,,83.97125964519897,140.43553661083504,-2.8419598746797448,2062
1,0,63,POS,0,158.3348209430176,14.24405894222517,-2.6773955166951,156.116748,14.044004999999999,-89.148721,Calculated,86.5,DESI-3543,,73.5627065489555,140.93025559970891,-2.6773955166951,2063
1,0,64,POS,0,153.12474638156945,23.330402171138545,-2.5357370079538697,150.98942399999999,22.991294,-89.008712,Calculated,86.5,DESI-3543,,63.10179706452382,141.45550122605584,-2.5357370079538697,2064
1,0,65,POS,0,147.92072105458683,32.357366019590046,-2.4298065357815375,145.867707,31.900528,-88.90423299999999,Calculated,86.5,DESI-3543,,52.694122021177165,141.9537542915012,-2.4298065357815375,2065
1,0,66,POS,0,142.6932797745367,41.42163999375906,-2.3349018990038815,140.70980500000002,40.840748,-88.81020699999999,Calculated,86.5,DESI-3543,,42.24239989616318,142.45246225881607,-2.3349018990038815,2066
1,0,67,POS,0,137.44256849640374,50.49371914581212,-2.2657880307666716,135.53972,49.78589,-88.741959,Calculated,86.5,DESI-3543,,31.771537106806818,142.93580635353615,-2.2657880307666716,2067
1,0,68,POS,0,132.21409112451178,59.59954082220551,-2.2115615951091883,130.37730200000001,58.76563,-88.688037,Calculated,86.5,DESI-3543,,21.28429399307437,143.45609079894388,-2.2115615951091883,2068
1,0,69,POS,0,126.99114701740623,68.62746723718296,-2.1917063487071147,125.224627,67.669549,-88.668361,Calculated,86.5,DESI-3543,,10.86558711740053,143.93894433676135,-2.1917063487071147,2069
1,0,70,POS,0,121.78701584278329,77.70512749520901,-2.197499124688619,120.09698,76.621542,-88.674199,Calculated,86.5,DESI-3543,,0.4151953266387949,144.46449972148096,-2.197499124688619,2070
1,0,71,POS,0,173.94000741464242,5.212822665976874,-3.236072788011114,171.486423,5.1220419999999995,-89.70121999999999,Calculated,86.5,DESI-3543,,89.59374806648415,149.18196944320098,-3.236072788011114,2071
1,0,72,POS,0,168.72741646447665,14.232196911925776,-3.056966249908754,166.36762099999999,14.035986,-89.524549,Calculated,86.5,DESI-3543,,79.18783142747259,149.6689141055382,-3.056966249908754,2072
1,0,73,POS,0,163.52191569390646,23.294721716042815,-2.9009580634718617,161.24566299999998,22.969655,-89.37039200000001,Calculated,86.5,DESI-3543,,68.74943568616878,150.18513929435989,-2.9009580634718617,2073
1,0,74,POS,0,158.3305549538507,32.35234759826519,-2.7779030023232565,156.121545,31.894539,-89.24848,Calculated,86.5,DESI-3543,,58.322802136588166,150.7106160097878,-2.7779030023232565,2074
1,0,76,POS,0,147.85923364490827,50.487751192041856,-2.5925598775487657,145.79413200000002,49.787873,-89.065073,Calculated,86.5,DESI-3543,,37.40470716593646,151.69790333527897,-2.5925598775487657,2076
1,0,77,POS,0,142.62780024420096,59.60570678770084,-2.5333687262013456,140.635591,58.767945,-89.006366,Calculated,86.5,DESI-3543,,26.90565656202486,152.22225635276672,-2.5333687262013456,2077
1,0,78,POS,0,137.4016874393507,68.64974943220538,-2.495745212292775,135.486316,67.68634,-88.96916999999999,Calculated,86.5,DESI-3543,,16.471676292121394,152.71115115934782,-2.495745212292775,2078
1,0,79,POS,0,132.20152900821614,77.69341031695328,-2.486642750570425,130.357405,76.603943,-88.96011999999999,Calculated,86.5,DESI-3543,,6.052040469942298,153.2216795526627,-2.486642750570425,2079
1,0,80,POS,0,184.35644294482643,5.205443580154212,-3.6541343423471915,181.72377,5.1247370000000005,-90.114024,Calculated,86.5,DESI-3543,,95.22798148898356,157.9431107698877,-3.6541343423471915,2080
1,0,81,POS,0,179.1436492577852,14.225952369281517,-3.4627079309713196,176.607705,14.032931,-89.925311,Calculated,86.5,DESI-3543,,84.82100062560505,158.43049783132204,-3.4627079309713196,2081
1,0,82,POS,0,173.9412292174094,23.300752198539644,-3.296081643738006,171.48078999999998,22.978711999999998,-89.760482,Calculated,86.5,DESI-3543,,74.37394033243503,158.95594758960263,-3.296081643738006,2082
1,0,83,POS,0,168.73660409537138,32.348034903627614,-3.149907566916724,166.36803999999998,31.898184999999998,-89.616303,Calculated,86.5,DESI-3543,,63.948843490132816,159.46467427000536,-3.149907566916724,2083
1,0,84,POS,0,163.5079559377673,41.38186574105386,-3.0368323500106698,161.216035,40.797971000000004,-89.504492,Calculated,86.5,DESI-3543,,53.52208630264912,159.94591818789638,-3.0368323500106698,2084
1,0,85,POS,0,158.2606682524091,50.4425431503078,-2.942708845572227,156.048407,49.746224,-89.411611,Calculated,86.5,DESI-3543,,43.06266752410501,160.42598274867493,-2.942708845572227,2085
1,0,86,POS,0,153.02869253372768,59.585256426223026,-2.871678467814604,150.89281699999998,58.746930000000006,-89.341241,Calculated,86.5,DESI-3543,,32.54249103495471,160.96325605305333,-2.871678467814604,2086
1,0,87,POS,0,147.80144332650437,68.63808588807878,-2.8223746368163205,145.74388100000002,67.675309,-89.29254,Calculated,86.5,DESI-3543,,22.100502912378865,161.45594214768653,-2.8223746368163205,2087
1,0,88,POS,0,142.61642292378883,77.70086691148988,-2.802838216704046,140.618791,76.60164499999999,-89.27278199999999,Calculated,86.5,DESI-3543,,11.672957159950244,161.9895394076915,-2.802838216704046,2088
1,0,89,POS,0,137.4131223546729,86.72972551339052,-2.814843404138074,135.494337,85.509084,-89.284944,Calculated,86.5,DESI-3543,,1.2640793248993276,162.48942607551032,-2.814843404138074,2089
