DEVICE_ID,DEVICE_TYPE,PETAL_ID,BUS_ID,CAN_ID,PETAL_LOC,DEVICE_LOC,FVC_ID,SLIT_ID,SLITBLOCK_ID,BLOCKFIBER_ID,SPECTRO_ID,ENABLED
M00282,POS,6,12,282,2,138,6138,6,B00,F16,,N/A
M00283,POS,8,10,283,4,25,8025,1,B04,F07,,N/A
M00284,POS,6,12,284,2,180,6180,6,B01,F10,,N/A
M00296,POS,8,13,296,4,103,8103,1,B18,F10,,N/A
M00325,POS,8,11,325,4,41,8041,1,B10,F04,,N/A
M00411,POS,11,14,411,6,526,11526,4,B01,F09,,N/A
M00436,POS,3,13,436,3,117,3117,2,B13,F19,,N/A
M00469,POS,10,13,469,5,106,10106,7,B00,F06,,N/A
M00470,POS,11,14,470,6,525,11525,4,B00,F06,,N/A
M00636,POS,7,23,636,8,261,7261,5,B14,F21,,N/A
M00660,POS,9,16,660,9,502,9502,8,B13,F00,,N/A
M00676,POS,9,13,676,9,132,9132,8,B07,F17,,N/A
M00677,POS,3,14,677,3,408,3408,2,B18,F08,,N/A
M00795,POS,11,14,795,6,365,11365,4,B06,F05,,N/A
M00934,POS,11,23,934,6,212,11212,4,B10,F03,,N/A
M00936,POS,7,14,936,8,450,7450,5,B11,F23,,N/A
M00946,POS,9,14,946,9,432,9432,8,B17,F03,,N/A
M00956,POS,9,13,956,9,109,9109,8,B06,F00,,N/A
M01001,POS,7,15,1001,8,361,7361,5,B11,F19,,N/A
M01020,POS,8,12,1020,4,169,8169,1,B15,F00,,N/A
M01023,POS,6,12,1023,2,124,6124,6,B00,F15,,N/A
M01028,POS,11,14,1028,6,511,11511,4,B00,F14,,N/A
M01033,POS,7,23,1033,8,244,7244,5,B14,F04,,N/A
M01042,POS,11,14,1042,6,512,11512,4,B01,F21,,N/A
M01049,POS,11,14,1049,6,495,11495,4,B00,F19,,N/A
M01058,POS,9,23,1058,9,303,9303,8,B05,F16,,N/A
M01065,POS,10,13,1065,5,62,10062,7,B00,F08,,N/A
M01073,POS,11,14,1073,6,472,11472,4,B07,F12,,N/A
M01074,POS,11,14,1074,6,364,11364,4,B06,F01,,N/A
M01075,POS,10,13,1075,5,144,10144,7,B01,F13,,N/A
M01076,POS,11,22,1076,6,323,11323,4,B11,F18,,N/A
M01077,POS,6,16,1077,2,520,6520,6,B03,F09,,N/A
M01078,POS,11,14,1078,6,476,11476,4,B01,F03,,N/A
M01080,POS,11,14,1080,6,452,11452,4,B07,F19,,N/A
M01081,POS,7,23,1081,8,243,7243,5,B14,F05,,N/A
M01083,POS,11,22,1083,6,304,11304,4,B10,F19,,N/A
M01084,POS,2,13,1084,7,128,2128,0,B09,F24,,N/A
M01085,POS,11,14,1085,6,477,11477,4,B00,F16,,N/A
M01086,POS,8,13,1086,4,142,8142,1,B18,F15,,N/A
M01087,POS,11,15,1087,6,359,11359,4,B06,F18,,N/A
M01088,POS,7,15,1088,8,295,7295,5,B03,F20,,N/A
M01091,POS,11,14,1091,6,428,11428,4,B06,F12,,N/A
M01092,POS,9,22,1092,9,304,9304,8,B04,F19,,N/A
M01093,POS,9,23,1093,9,285,9285,8,B05,F11,,N/A
M01094,POS,7,22,1094,8,330,7330,5,B07,F01,,N/A
M01095,POS,7,17,1095,8,397,7397,5,B18,F07,,N/A
M01096,POS,9,10,1096,9,9,9009,8,B14,F18,,N/A
M01097,POS,9,10,1097,9,1,9001,8,B14,F12,,N/A
M01099,POS,7,17,1099,8,394,7394,5,B18,F03,,N/A
M01100,POS,7,22,1100,8,304,7304,5,B00,F21,,N/A
M01102,POS,11,16,1102,6,488,11488,4,B19,F23,,N/A
M01104,POS,9,12,1104,9,234,9234,8,B19,F23,,N/A
M01105,POS,11,22,1105,6,286,11286,4,B11,F03,,N/A
M01106,POS,11,14,1106,6,456,11456,4,B01,F02,,N/A
M01107,POS,10,13,1107,5,54,10054,7,B01,F16,,N/A
M01108,POS,11,15,1108,6,380,11380,4,B06,F10,,N/A
M01109,POS,7,12,1109,8,233,7233,5,B17,F14,,N/A
M01130,POS,11,15,1130,6,319,11319,4,B07,F20,,N/A
M01131,POS,11,14,1131,6,431,11431,4,B07,F01,,N/A
M01133,POS,8,14,1133,4,492,8492,1,B17,F21,,N/A
M01134,POS,5,17,1134,1,420,5420,3,B00,F17,,N/A
M01135,POS,3,22,1135,3,306,3306,2,B07,F09,,N/A
M01136,POS,9,12,1136,9,214,9214,8,B19,F24,,N/A
M01146,POS,3,22,1146,3,346,3346,2,B07,F11,,N/A
M01149,POS,11,14,1149,6,450,11450,4,B07,F14,,N/A
M01164,POS,8,17,1164,4,401,8401,1,B06,F20,,N/A
M01168,POS,3,23,1168,3,224,3224,2,B15,F06,,N/A
M01169,POS,11,23,1169,6,281,11281,4,B10,F22,,N/A
M01185,POS,8,11,1185,4,76,8076,1,B05,F14,,N/A
M01186,POS,11,14,1186,6,409,11409,4,B07,F16,,N/A
M01190,ETC,8,17,1190,4,461,8461,1,B20,,,N/A
M01197,POS,8,23,1197,4,178,8178,1,B17,F05,,N/A
M01200,POS,5,11,1200,1,43,5043,3,B17,F17,,N/A
M01201,POS,2,22,1201,7,391,2391,0,B03,F02,,N/A
M01203,POS,11,16,1203,6,470,11470,4,B19,F21,,N/A
M01206,POS,11,23,1206,6,263,11263,4,B10,F00,,N/A
M01207,POS,11,23,1207,6,194,11194,4,B00,F18,,N/A
M01208,POS,8,15,1208,4,279,8279,1,B00,F12,,N/A
M01209,POS,11,23,1209,6,179,11179,4,B00,F22,,N/A
M01210,POS,8,15,1210,4,404,8404,1,B13,F15,,N/A
M01211,POS,11,23,1211,6,243,11243,4,B01,F11,,N/A
M01212,POS,11,14,1212,6,508,11508,4,B06,F14,,N/A
M01214,POS,7,23,1214,8,250,7250,5,B00,F19,,N/A
M01216,POS,11,14,1216,6,492,11492,4,B00,F08,,N/A
M01222,POS,8,16,1222,4,521,8521,1,B01,F17,,N/A
M01224,POS,8,14,1224,4,452,8452,1,B12,F11,,N/A
M01228,POS,10,22,1228,5,269,10269,7,B15,F04,,N/A
M01232,POS,10,12,1232,5,181,10181,7,B19,F13,,N/A
M01235,POS,5,11,1235,1,49,5049,3,B16,F19,,N/A
M01237,POS,7,17,1237,8,419,7419,5,B18,F18,,N/A
M01240,POS,11,14,1240,6,474,11474,4,B00,F01,,N/A
M01243,POS,3,13,1243,3,96,3096,2,B12,F12,,N/A
M01245,POS,11,14,1245,6,454,11454,4,B01,F19,,N/A
M01246,POS,11,16,1246,6,521,11521,4,B18,F18,,N/A
M01247,POS,11,23,1247,6,246,11246,4,B11,F00,,N/A
M01249,POS,3,10,1249,3,1,3001,2,B00,F10,,N/A
M01255,POS,6,13,1255,2,159,6159,6,B16,F12,,N/A
M01257,POS,10,23,1257,5,194,10194,7,B03,F08,,N/A
M01264,POS,11,23,1264,6,226,11226,4,B00,F09,,N/A
M01267,POS,7,23,1267,8,302,7302,5,B00,F24,,N/A
M01268,POS,11,23,1268,6,209,11209,4,B01,F18,,N/A
M01269,POS,8,15,1269,4,280,8280,1,B01,F10,,N/A
M01272,POS,11,23,1272,6,230,11230,4,B11,F15,,N/A
M01276,POS,11,23,1276,6,247,11247,4,B11,F06,,N/A
M01282,POS,6,15,1282,2,338,6338,6,B08,F00,,N/A
M01284,POS,3,13,1284,3,145,3145,2,B12,F11,,N/A
M01286,POS,11,14,1286,6,471,11471,4,B07,F15,,N/A
M01289,POS,5,15,1289,1,337,5337,3,B07,F10,,N/A
M01295,POS,9,12,1295,9,251,9251,8,B19,F14,,N/A
M01296,POS,11,23,1296,6,264,11264,4,B11,F21,,N/A
M01297,POS,11,23,1297,6,213,11213,4,B11,F04,,N/A
M01307,POS,8,12,1307,4,140,8140,1,B09,F16,,N/A
M01325,POS,6,12,1325,2,197,6197,6,B01,F22,,N/A
M01327,POS,11,15,1327,6,360,11360,4,B07,F07,,N/A
M01334,POS,2,23,1334,7,195,2195,0,B12,F14,,N/A
M01335,POS,5,12,1335,1,166,5166,3,B18,F13,,N/A
M01336,POS,2,14,1336,7,433,2433,0,B12,F16,,N/A
M01341,POS,11,23,1341,6,229,11229,4,B10,F05,,N/A
M01344,POS,11,23,1344,6,282,11282,4,B11,F16,,N/A
M01345,POS,11,14,1345,6,451,11451,4,B06,F19,,N/A
M01348,POS,11,15,1348,6,381,11381,4,B06,F23,,N/A
M01360,POS,11,22,1360,6,268,11268,4,B10,F12,,N/A
M01361,POS,11,15,1361,6,320,11320,4,B06,F06,,N/A
M01362,POS,11,16,1362,6,518,11518,4,B19,F03,,N/A
M01364,POS,11,14,1364,6,429,11429,4,B06,F21,,N/A
M01374,POS,11,23,1374,6,262,11262,4,B01,F17,,N/A
M01376,POS,11,22,1376,6,344,11344,4,B11,F07,,N/A
M01380,POS,5,17,1380,1,312,5312,3,B00,F19,,N/A
M01382,POS,11,14,1382,6,457,11457,4,B01,F05,,N/A
M01383,POS,6,23,1383,2,266,6266,6,B12,F01,,N/A
M01387,POS,10,13,1387,5,71,10071,7,B00,F23,,N/A
M01389,POS,2,12,1389,7,141,2141,0,B15,F11,,N/A
M01400,POS,2,15,1400,7,359,2359,0,B17,F21,,N/A
M01403,POS,10,13,1403,5,91,10091,7,B01,F05,,N/A
M01404,POS,9,23,1404,9,163,9163,8,B16,F22,,N/A
M01405,POS,9,14,1405,9,492,9492,8,B16,F04,,N/A
M01407,POS,9,13,1407,9,144,9144,8,B06,F18,,N/A
M01426,POS,9,16,1426,9,449,9449,8,B13,F01,,N/A
M01432,POS,8,12,1432,4,270,8270,1,B14,F02,,N/A
M01447,POS,2,16,1447,7,518,2518,0,B04,F02,,N/A
M01448,POS,9,12,1448,9,232,9232,8,B19,F12,,N/A
M01450,POS,9,12,1450,9,185,9185,8,B18,F21,,N/A
M01454,POS,7,11,1454,8,46,7046,5,B05,F21,,N/A
M01455,POS,7,22,1455,8,348,7348,5,B06,F16,,N/A
M01468,POS,8,13,1468,4,121,8121,1,B10,F14,,N/A
M01470,POS,7,17,1470,8,352,7352,5,B19,F03,,N/A
M01471,POS,6,12,1471,2,136,6136,6,B01,F19,,N/A
M01473,POS,7,22,1473,8,435,7435,5,B06,F15,,N/A
M01476,POS,6,23,1476,2,213,6213,6,B12,F02,,N/A
M01478,POS,9,14,1478,9,410,9410,8,B16,F08,,N/A
M01479,POS,9,23,1479,9,194,9194,8,B17,F24,,N/A
M01480,POS,11,14,1480,6,434,11434,4,B01,F13,,N/A
M01482,POS,11,16,1482,6,505,11505,4,B19,F11,,N/A
M01483,POS,9,10,1483,9,16,9016,8,B15,F08,,N/A
M01484,POS,9,10,1484,9,3,9003,8,B14,F08,,N/A
M01485,POS,11,17,1485,6,483,11483,4,B03,F12,,N/A
M01487,POS,9,13,1487,9,116,9116,8,B06,F10,,N/A
M01489,POS,11,17,1489,6,422,11422,4,B02,F15,,N/A
M01490,POS,11,17,1490,6,400,11400,4,B03,F18,,N/A
M01491,POS,9,14,1491,9,458,9458,8,B17,F12,,N/A
M01492,POS,9,11,1492,9,36,9036,8,B15,F16,,N/A
M01493,POS,11,14,1493,6,407,11407,4,B06,F16,,N/A
M01494,POS,9,23,1494,9,195,9195,8,B17,F18,,N/A
M01496,POS,10,13,1496,5,64,10064,7,B00,F02,,N/A
M01497,POS,10,13,1497,5,97,10097,7,B01,F04,,N/A
M01500,POS,9,11,1500,9,70,9070,8,B15,F19,,N/A
M01501,POS,10,13,1501,5,128,10128,7,B00,F12,,N/A
M01502,POS,10,13,1502,5,104,10104,7,B01,F06,,N/A
M01505,POS,9,23,1505,9,231,9231,8,B04,F22,,N/A
M01507,POS,9,14,1507,9,433,9433,8,B17,F00,,N/A
M01509,POS,9,11,1509,9,69,9069,8,B14,F04,,N/A
M01511,POS,11,23,1511,6,207,11207,4,B00,F13,,N/A
M01512,POS,9,17,1512,9,379,9379,8,B09,F22,,N/A
M01514,POS,9,11,1514,9,89,9089,8,B14,F17,,N/A
M01515,POS,9,23,1515,9,263,9263,8,B05,F03,,N/A
M01516,POS,9,11,1516,9,100,9100,8,B14,F00,,N/A
M01517,POS,9,14,1517,9,434,9434,8,B17,F09,,N/A
M01519,POS,11,14,1519,6,406,11406,4,B07,F23,,N/A
M01521,POS,9,22,1521,9,268,9268,8,B05,F07,,N/A
M01522,POS,11,14,1522,6,458,11458,4,B01,F07,,N/A
M01523,POS,9,11,1523,9,66,9066,8,B03,F10,,N/A
M01524,POS,9,13,1524,9,106,9106,8,B07,F15,,N/A
M01525,POS,9,23,1525,9,302,9302,8,B05,F17,,N/A
M01527,POS,9,23,1527,9,261,9261,8,B16,F06,,N/A
M01530,POS,10,13,1530,5,73,10073,7,B00,F03,,N/A
M01535,POS,9,23,1535,9,226,9226,8,B17,F11,,N/A
M01536,POS,11,22,1536,6,324,11324,4,B10,F15,,N/A
M01537,POS,11,23,1537,6,192,11192,4,B00,F24,,N/A
M01538,POS,9,11,1538,9,88,9088,8,B14,F10,,N/A
M01539,POS,9,22,1539,9,390,9390,8,B10,F21,,N/A
M01540,POS,9,11,1540,9,87,9087,8,B15,F00,,N/A
M01541,POS,11,23,1541,6,210,11210,4,B01,F20,,N/A
M01543,POS,11,23,1543,6,195,11195,4,B01,F16,,N/A
M01544,POS,10,13,1544,5,93,10093,7,B00,F07,,N/A
M01545,POS,9,23,1545,9,244,9244,8,B17,F20,,N/A
M01546,POS,9,23,1546,9,246,9246,8,B04,F17,,N/A
M01547,POS,9,22,1547,9,350,9350,8,B10,F14,,N/A
M01548,POS,9,14,1548,9,509,9509,8,B16,F10,,N/A
M01549,POS,9,14,1549,9,476,9476,8,B17,F01,,N/A
M01551,POS,9,22,1551,9,414,9414,8,B11,F08,,N/A
M01553,POS,10,13,1553,5,95,10095,7,B00,F16,,N/A
M01555,POS,11,23,1555,6,177,11177,4,B01,F15,,N/A
M01556,POS,9,22,1556,9,323,9323,8,B05,F20,,N/A
M01557,POS,9,14,1557,9,477,9477,8,B17,F22,,N/A
M01559,POS,9,22,1559,9,393,9393,8,B11,F11,,N/A
M01560,POS,9,13,1560,9,130,9130,8,B07,F08,,N/A
M01561,POS,9,13,1561,9,85,9085,8,B07,F12,,N/A
M01562,POS,11,23,1562,6,225,11225,4,B00,F03,,N/A
M01563,POS,11,23,1563,6,163,11163,4,B01,F00,,N/A
M01565,POS,11,23,1565,6,261,11261,4,B00,F15,,N/A
M01566,POS,9,11,1566,9,29,9029,8,B02,F17,,N/A
M01567,POS,9,13,1567,9,117,9117,8,B06,F03,,N/A
M01568,POS,11,15,1568,6,426,11426,4,B06,F24,,N/A
M01569,POS,9,11,1569,9,111,9111,8,B14,F03,,N/A
M01579,POS,9,23,1579,9,229,9229,8,B05,F21,,N/A
M01580,POS,9,11,1580,9,61,9061,8,B15,F07,,N/A
M01583,POS,9,14,1583,9,493,9493,8,B17,F02,,N/A
M01584,POS,9,11,1584,9,99,9099,8,B14,F20,,N/A
M01585,POS,10,13,1585,5,105,10105,7,B01,F00,,N/A
M01586,POS,11,23,1586,6,244,11244,4,B00,F20,,N/A
M01588,POS,9,22,1588,9,459,9459,8,B10,F04,,N/A
M01589,POS,9,22,1589,9,415,9415,8,B10,F11,,N/A
M01591,POS,9,12,1591,9,216,9216,8,B18,F13,,N/A
M01593,POS,5,12,1593,1,311,5311,3,B11,F07,,N/A
M01600,POS,9,22,1600,9,392,9392,8,B11,F19,,N/A
M01605,POS,7,13,1605,8,92,7092,5,B13,F18,,N/A
M01609,POS,9,12,1609,9,172,9172,8,B18,F07,,N/A
M01613,POS,10,12,1613,5,155,10155,7,B09,F23,,N/A
M01614,POS,9,23,1614,9,179,9179,8,B16,F16,,N/A
M01615,POS,10,13,1615,5,120,10120,7,B01,F17,,N/A
M01616,POS,9,12,1616,9,186,9186,8,B18,F10,,N/A
M01622,POS,9,12,1622,9,188,9188,8,B19,F16,,N/A
M01623,POS,9,22,1623,9,330,9330,8,B10,F19,,N/A
M01624,POS,9,15,1624,9,299,9299,8,B00,F03,,N/A
M01625,POS,9,22,1625,9,372,9372,8,B11,F20,,N/A
M01627,POS,11,14,1627,6,523,11523,4,B00,F00,,N/A
M01628,POS,9,11,1628,9,45,9045,8,B15,F17,,N/A
M01630,POS,7,22,1630,8,366,7366,5,B01,F07,,N/A
M01632,POS,3,13,1632,3,158,3158,2,B13,F10,,N/A
M01633,POS,7,14,1633,8,343,7343,5,B11,F22,,N/A
M01635,POS,9,22,1635,9,436,9436,8,B10,F05,,N/A
M01636,POS,10,13,1636,5,83,10083,7,B00,F18,,N/A
M01637,POS,10,13,1637,5,74,10074,7,B01,F07,,N/A
M01638,POS,10,13,1638,5,110,10110,7,B05,F18,,N/A
M01642,POS,9,12,1642,9,139,9139,8,B10,F07,,N/A
M01646,POS,8,13,1646,4,83,8083,1,B19,F21,,N/A
M01648,POS,10,13,1648,5,80,10080,7,B01,F10,,N/A
M01650,POS,10,14,1650,5,387,10387,7,B10,F15,,N/A
M01665,POS,9,13,1665,9,107,9107,8,B07,F04,,N/A
M01666,POS,10,12,1666,5,139,10139,7,B18,F17,,N/A
M01667,POS,11,14,1667,6,385,11385,4,B07,F13,,N/A
M01669,POS,9,10,1669,9,12,9012,8,B15,F04,,N/A
M01670,POS,9,11,1670,9,34,9034,8,B02,F10,,N/A
M01672,POS,11,16,1672,6,489,11489,4,B18,F17,,N/A
M01673,POS,11,14,1673,6,430,11430,4,B07,F05,,N/A
M01676,POS,3,22,1676,3,347,3347,2,B07,F12,,N/A
M01677,POS,9,13,1677,9,95,9095,8,B06,F15,,N/A
M01679,POS,11,17,1679,6,379,11379,4,B03,F13,,N/A
M01683,POS,9,11,1683,9,50,9050,8,B03,F04,,N/A
M01684,POS,11,17,1684,6,445,11445,4,B02,F01,,N/A
M01686,POS,10,23,1686,5,211,10211,7,B03,F15,,N/A
M01689,POS,8,13,1689,4,162,8162,1,B11,F06,,N/A
M01690,POS,7,15,1690,8,258,7258,5,B03,F04,,N/A
M01691,POS,7,14,1691,8,472,7472,5,B11,F01,,N/A
M01693,POS,9,14,1693,9,455,9455,8,B17,F06,,N/A
M01694,POS,9,12,1694,9,151,9151,8,B10,F09,,N/A
M01696,POS,9,12,1696,9,203,9203,8,B19,F04,,N/A
M01697,POS,9,23,1697,9,267,9267,8,B04,F04,,N/A
M01698,POS,9,13,1698,9,145,9145,8,B06,F13,,N/A
M01700,POS,9,23,1700,9,266,9266,8,B05,F12,,N/A
M01701,POS,9,14,1701,9,474,9474,8,B16,F18,,N/A
M01702,POS,6,23,1702,2,209,6209,6,B19,F04,,N/A
M01703,POS,7,22,1703,8,325,7325,5,B00,F08,,N/A
M01704,POS,9,12,1704,9,149,9149,8,B10,F08,,N/A
M01705,POS,9,14,1705,9,475,9475,8,B16,F15,,N/A
M01706,POS,10,13,1706,5,133,10133,7,B05,F21,,N/A
M01708,POS,9,11,1708,9,58,9058,8,B03,F05,,N/A
M01709,POS,9,12,1709,9,218,9218,8,B18,F19,,N/A
M01710,POS,8,13,1710,4,206,8206,1,B11,F09,,N/A
M01712,POS,6,23,1712,2,229,6229,6,B13,F15,,N/A
M01713,POS,8,12,1713,4,204,8204,1,B15,F07,,N/A
M01716,POS,8,12,1716,4,126,8126,1,B08,F09,,N/A
M01717,POS,7,14,1717,8,407,7407,5,B11,F17,,N/A
M01719,POS,7,14,1719,8,451,7451,5,B10,F16,,N/A
M01722,POS,8,13,1722,4,222,8222,1,B11,F02,,N/A
M01724,POS,7,22,1724,8,286,7286,5,B00,F20,,N/A
M01725,POS,10,13,1725,5,63,10063,7,B00,F13,,N/A
M01726,POS,11,23,1726,6,224,11224,4,B01,F10,,N/A
M01727,ETC,10,17,1727,5,461,10461,7,B20,,,N/A
M01728,POS,11,22,1728,6,305,11305,4,B10,F08,,N/A
M01730,POS,11,15,1730,6,403,11403,4,B06,F15,,N/A
M01732,POS,9,16,1732,9,504,9504,8,B12,F02,,N/A
M01739,POS,10,10,1739,5,31,10031,7,B12,F06,,N/A
M01741,POS,11,15,1741,6,382,11382,4,B06,F17,,N/A
M01742,POS,7,14,1742,8,471,7471,5,B10,F24,,N/A
M01743,POS,8,13,1743,4,130,8130,1,B18,F01,,N/A
M01745,POS,11,14,1745,6,408,11408,4,B06,F02,,N/A
M01747,POS,8,14,1747,4,385,8385,1,B12,F01,,N/A
M01749,POS,11,16,1749,6,519,11519,4,B18,F01,,N/A
M01750,POS,11,23,1750,6,265,11265,4,B11,F24,,N/A
M01751,POS,11,23,1751,6,208,11208,4,B01,F04,,N/A
M01752,POS,9,14,1752,9,524,9524,8,B17,F19,,N/A
M01755,POS,11,14,1755,6,494,11494,4,B01,F14,,N/A
M01758,POS,9,14,1758,9,454,9454,8,B17,F07,,N/A
M01759,POS,9,23,1759,9,207,9207,8,B17,F16,,N/A
M01761,POS,9,10,1761,9,0,9000,8,B14,F19,,N/A
M01764,POS,7,13,1764,8,103,7103,5,B13,F21,,N/A
M01768,POS,11,14,1768,6,510,11510,4,B00,F02,,N/A
M01771,POS,11,14,1771,6,475,11475,4,B00,F21,,N/A
M01772,POS,9,11,1772,9,98,9098,8,B14,F24,,N/A
M01773,POS,9,23,1773,9,192,9192,8,B16,F24,,N/A
M01774,POS,9,14,1774,9,457,9457,8,B16,F05,,N/A
M01775,POS,9,12,1775,9,233,9233,8,B19,F09,,N/A
M01777,POS,9,22,1777,9,351,9351,8,B10,F10,,N/A
M01778,POS,9,13,1778,9,94,9094,8,B06,F17,,N/A
M01779,POS,9,11,1779,9,79,9079,8,B14,F15,,N/A
M01780,POS,9,13,1780,9,82,9082,8,B07,F01,,N/A
M01782,POS,11,15,1782,6,404,11404,4,B06,F09,,N/A
M01783,POS,10,13,1783,5,115,10115,7,B00,F22,,N/A
M01784,POS,9,22,1784,9,286,9286,8,B04,F10,,N/A
M01786,POS,9,12,1786,9,171,9171,8,B19,F05,,N/A
M01787,POS,9,12,1787,9,201,9201,8,B19,F22,,N/A
M01788,POS,7,12,1788,8,137,7137,5,B07,F14,,N/A
M01789,POS,7,16,1789,8,505,7505,5,B03,F24,,N/A
M01792,POS,11,15,1792,6,340,11340,4,B07,F08,,N/A
M01794,POS,11,15,1794,6,383,11383,4,B07,F06,,N/A
M01795,POS,11,15,1795,6,258,11258,4,B18,F13,,N/A
M01797,POS,8,16,1797,4,487,8487,1,B01,F19,,N/A
M01804,POS,11,15,1804,6,362,11362,4,B07,F03,,N/A
M01806,POS,11,23,1806,6,248,11248,4,B10,F24,,N/A
M01807,POS,11,22,1807,6,287,11287,4,B11,F13,,N/A
M01808,POS,7,12,1808,8,201,7201,5,B17,F23,,N/A
M01809,POS,11,23,1809,6,231,11231,4,B10,F14,,N/A
M01811,POS,11,22,1811,6,269,11269,4,B10,F13,,N/A
M01812,POS,9,22,1812,9,329,9329,8,B11,F21,,N/A
M01813,POS,11,15,1813,6,300,11300,4,B07,F00,,N/A
M01814,POS,6,12,1814,2,101,6101,6,B00,F19,,N/A
M01823,POS,11,23,1823,6,227,11227,4,B00,F07,,N/A
M01824,POS,11,23,1824,6,193,11193,4,B00,F23,,N/A
M01828,POS,3,10,1828,3,0,3000,2,B00,F15,,N/A
M01830,POS,11,14,1830,6,455,11455,4,B01,F22,,N/A
M01831,POS,11,15,1831,6,342,11342,4,B06,F11,,N/A
M01832,POS,9,23,1832,9,210,9210,8,B16,F01,,N/A
M01833,POS,3,10,1833,3,13,3013,2,B00,F17,,N/A
M01834,POS,7,12,1834,8,215,7215,5,B16,F04,,N/A
M01837,POS,11,15,1837,6,339,11339,4,B06,F20,,N/A
M01838,POS,11,23,1838,6,211,11211,4,B01,F24,,N/A
M01841,POS,10,14,1841,5,491,10491,7,B11,F02,,N/A
M01847,POS,10,12,1847,5,215,10215,7,B09,F05,,N/A
M01849,POS,11,23,1849,6,196,11196,4,B01,F06,,N/A
M01850,POS,11,23,1850,6,178,11178,4,B00,F12,,N/A
M01859,POS,9,13,1859,9,142,9142,8,B06,F22,,N/A
M01860,POS,11,16,1860,6,506,11506,4,B18,F19,,N/A
M01861,POS,11,13,1861,6,176,11176,4,B12,F10,,N/A
M01862,POS,7,22,1862,8,391,7391,5,B06,F11,,N/A
M01863,POS,2,17,1863,7,463,2463,0,B10,F09,,N/A
M01864,POS,2,17,1864,7,464,2464,0,B11,F17,,N/A
M01865,POS,2,17,1865,7,396,2396,0,B11,F15,,N/A
M01868,POS,2,23,1868,7,246,2246,0,B07,F05,,N/A
M01869,POS,5,10,1869,1,20,5020,3,B08,F05,,N/A
M01872,POS,2,15,1872,7,294,2294,0,B05,F16,,N/A
M01874,POS,2,17,1874,7,356,2356,0,B11,F16,,N/A
M01875,POS,2,16,1875,7,505,2505,0,B04,F22,,N/A
M01881,POS,11,15,1881,6,402,11402,4,B07,F24,,N/A
M01884,POS,2,14,1884,7,409,2409,0,B17,F04,,N/A
M01885,POS,9,13,1885,9,173,9173,8,B03,F09,,N/A
M01886,POS,11,15,1886,6,427,11427,4,B07,F09,,N/A
M01887,POS,11,14,1887,6,384,11384,4,B07,F22,,N/A
M01889,POS,11,23,1889,6,302,11302,4,B10,F10,,N/A
M01894,POS,8,14,1894,4,407,8407,1,B13,F02,,N/A
M01896,POS,9,10,1896,9,5,9005,8,B15,F13,,N/A
M01905,POS,9,22,1905,9,371,9371,8,B11,F18,,N/A
M01909,POS,11,16,1909,6,490,11490,4,B19,F05,,N/A
M01912,POS,9,13,1912,9,146,9146,8,B03,F11,,N/A
M01916,POS,5,17,1916,1,373,5373,3,B01,F17,,N/A
M01918,POS,11,23,1918,6,284,11284,4,B11,F23,,N/A
M01922,POS,11,23,1922,6,266,11266,4,B11,F19,,N/A
M01923,POS,11,14,1923,6,453,11453,4,B06,F13,,N/A
M01925,POS,11,15,1925,6,358,11358,4,B07,F10,,N/A
M01926,POS,11,14,1926,6,433,11433,4,B00,F11,,N/A
M01927,POS,11,14,1927,6,509,11509,4,B01,F12,,N/A
M01929,POS,11,15,1929,6,405,11405,4,B07,F02,,N/A
M01931,POS,11,16,1931,6,520,11520,4,B19,F13,,N/A
M01933,POS,11,15,1933,6,257,11257,4,B19,F07,,N/A
M01934,POS,11,15,1934,6,240,11240,4,B19,F02,,N/A
M01935,POS,11,23,1935,6,249,11249,4,B11,F20,,N/A
M01937,POS,9,12,1937,9,199,9199,8,B18,F12,,N/A
M01938,POS,10,13,1938,5,132,10132,7,B00,F21,,N/A
M01939,POS,3,14,1939,3,450,3450,2,B18,F23,,N/A
M01940,POS,9,11,1940,9,35,9035,8,B02,F20,,N/A
M01941,POS,11,23,1941,6,164,11164,4,B01,F01,,N/A
M01943,POS,11,16,1943,6,507,11507,4,B18,F14,,N/A
M01945,POS,9,22,1945,9,437,9437,8,B11,F02,,N/A
M01946,POS,9,10,1946,9,6,9006,8,B15,F09,,N/A
M01947,POS,11,14,1947,6,363,11363,4,B07,F21,,N/A
M01948,POS,11,14,1948,6,387,11387,4,B06,F04,,N/A
M01949,POS,3,22,1949,3,327,3327,2,B07,F19,,N/A
M01950,POS,9,13,1950,9,83,9083,8,B07,F11,,N/A
M01952,POS,9,13,1952,9,118,9118,8,B07,F05,,N/A
M01953,POS,7,16,1953,8,485,7485,5,B03,F16,,N/A
M01954,POS,11,14,1954,6,343,11343,4,B06,F08,,N/A
M01955,POS,11,15,1955,6,223,11223,4,B18,F11,,N/A
M01956,POS,11,23,1956,6,250,11250,4,B11,F05,,N/A
M01957,POS,11,14,1957,6,410,11410,4,B00,F17,,N/A
M01958,POS,11,23,1958,6,242,11242,4,B00,F05,,N/A
M01959,POS,9,10,1959,9,8,9008,8,B15,F03,,N/A
M01966,POS,11,15,1966,6,294,11294,4,B19,F17,,N/A
M01967,POS,9,10,1967,9,17,9017,8,B15,F22,,N/A
