,exp_id,date,n_iterations,ra,dec,mountha,mountaz,zd,airmass,guide_rms,guide_rms_ra,guide_rms_dec,centroids_rms_ra,centroids_rms_dec,centroids_std_ra,centroids_std_dec,field_rotation_rate,field_rotation_init,field_rotation_rate_slope_std,field_rotation_rate_linregress_std,psf_fwhm,psf_fwhm_std,psf_fit,effective_seeing
10,55672,2020-03-16 11:31:37.013316,25,169.972151,60.00074,64.767776,323.973052,50.261765,1.562171,153.53426427050923,121.94146952761346,93.29012978087596,138.91317814724152,78.67254159037886,33.109678844397315,14.484654785275396,0.4198589588516597,3.1336582223084575,0.6639032355021189,0.8123897081786365,1.118503771084592,0.06326821980137785,0.05017985186981499,1.1754853785270212
11,55670,2020-03-16 11:25:38.529041,25,169.972951,60.00105,63.262869,324.047112,49.511483,1.538183,207.2374441834569,156.74877000762973,135.56246299321433,109.3965519107546,84.54321035065998,27.992346250030238,14.764125778472614,-0.21001452046940247,3.763539677544982,0.5123117284561762,0.6295955183077502,1.1721643376698825,0.09255262693358436,0.04702672023499706,1.269692855687935
12,55668,2020-03-16 11:19:38.867932,25,169.973751,60.00134,61.766318,324.144877,48.766912,1.515345,140.67239721823145,91.65494857363251,106.71501178882319,112.57394867970237,66.46768958231931,22.408876016475322,13.980320923145849,0.48680179481790725,1.8636388409260198,0.5435424864719023,0.665995275440768,1.160276109898359,0.057599130962178814,0.04709958869428606,1.2066369086511655
13,55656,2020-03-16 11:01:35.115715,62,179.59708,58.857621,46.022109,325.227738,40.733791,1.318796,154.00221239755547,83.48004670892105,129.4131493505129,112.3274777677732,52.79019600324359,18.21886902553496,10.683504425682344,-0.04924722819532554,1.7467550312413391,0.1699580230361082,0.5211722095825546,0.8772815937944014,0.060519962686684935,0.01846926072203043,0.9492819373964956
14,55655,2020-03-16 10:47:15.321703,64,179.598729,58.85798,42.389504,326.35752,39.000522,1.285993,117.72770787028524,82.17914950535078,84.2994696719287,110.27515849963652,53.370462468314386,20.62899984408969,12.17518478643419,0.09613365574035729,0.3587999933824685,0.17537068388711452,0.54582441356353,0.9931118858177308,0.06274902921415074,0.027188784930499647,1.0310801803723006
15,55654,2020-03-16 10:33:18.138936,63,179.600258,58.85827,38.90158,327.666815,37.388739,1.257923,120.76042641654647,81.32757880791452,89.26872640263547,95.83069632829176,73.27232243640304,16.514097735585587,17.6699819306568,0.18251941797724508,1.4306986637820156,0.1423842142225935,0.4416053982437265,0.9731295966749545,0.061258763955174454,0.024942340210464597,1.0138278840026491
16,55643,2020-03-16 10:08:01.383950,109,204.135508,5.89907,6.127167,193.674551,26.685986,1.118959,161.1664233644294,134.19463527619143,89.25478073006758,116.32403503873209,94.91521921261763,28.23929722769404,23.655129244311006,0.13688033790478873,-1.632844609853433,0.12052262006953139,0.6364205614730909,1.0136460343763092,0.11790885073610116,0.044883696539068645,1.0823641403805428
17,55642,2020-03-16 09:46:21.819976,109,204.13645,5.89912,0.703084,181.591402,26.072464,1.113046,138.00815480724887,102.08067674808763,92.8751109175866,84.0505605829302,73.45368281289518,23.341797905298414,17.04805059559682,0.12869224833124582,-2.397307715152243,0.11317507344856341,0.5970892766240781,0.9600039737862348,0.04977260707148547,0.03257966566159269,1.013519839937511
18,55641,2020-03-16 09:24:58.418830,108,204.137392,5.899091,-4.660417,169.536907,26.425717,1.116427,148.57028997711683,121.07963218915948,86.09793106005768,81.7887949035502,68.93553184128963,28.534563591152214,18.427382758066194,0.02167168314023339,-1.1794557032359483,0.11392820461344305,0.6012693639073012,1.0824005736706717,0.06768396154310279,0.04148252749880955,1.1375369997085074
19,55640,2020-03-16 09:01:22.862537,109,204.13845,5.898961,-10.573451,157.021027,27.874685,1.130967,179.22370697757728,144.68950696019405,105.76428375590902,126.73734583153282,97.12234095816919,40.42778324506792,21.9172985661526,0.06843753262740149,-0.9432902281676956,0.13218129406184717,0.6973915857902901,1.166268620373545,0.09221964221247086,0.07991102689655699,1.2402821829047528
20,55639,2020-03-16 08:37:42.694874,108,204.1396,5.89874,-16.509556,145.910928,30.28726,1.157705,190.93076761859967,149.5717142461596,118.67122785617791,92.34422649672726,73.89706935213093,33.463289882261115,19.521140552817766,0.05818997350307144,-2.0049065470828973,0.15135064194216963,0.79893228419437,1.2004225382866516,0.08178751688084303,0.07849243623471563,1.2818585162159213
21,55628,2020-03-16 08:06:34.380876,108,202.004208,8.24481,-22.17463,134.219881,31.412976,1.171338,161.8632017432075,132.93802852940922,92.34271302748402,112.08539087822827,87.39132914387365,36.51958714998515,17.754606210362976,0.02765824614494585,-3.789265940004521,0.12587562592635415,0.6642178976053024,1.1071629287348672,0.09476771256053572,0.06312253619207142,1.1709362531561707
22,55627,2020-03-16 07:44:34.870052,109,202.005492,8.24443,-27.69515,126.650366,34.981475,1.219949,167.7388457344617,147.78274478028902,79.35099692841607,122.02702624619562,75.88025063520485,40.49052988863764,17.076078247952715,0.04052767486146384,-3.2551254436098644,0.12430121237417979,0.6564900590615823,1.0255733944044472,0.08413172939589295,0.04347924767897107,1.0990094041545928
23,55626,2020-03-16 07:23:08.370638,109,202.0069,8.24396,-33.065384,120.448771,38.780694,1.282031,196.45237196667028,154.14231085055332,121.79360597741724,129.73628278853943,86.03815576822936,42.011504533637606,21.52841982486394,0.04162808196258976,-2.267997146677954,0.12986107978551456,0.6856274040751786,1.0557125806846612,0.10634191629050363,0.03545182424531814,1.1526218120325646
24,55613,2020-03-16 06:49:04.382513,109,214.782458,53.40937,-54.385106,44.251537,43.983405,1.388582,180.77822555302507,139.21679073933365,115.32325008575235,167.76500775910205,97.91097718795073,58.95267903231745,26.089759856053128,-0.026153951040675485,-5.446341426105082,0.21815626832727902,1.1526369660086515,1.2163087117061615,0.10533140409460591,0.05809121322312692,1.288653377118195
25,55612,2020-03-16 06:27:36.476539,109,214.785029,53.40858,-59.769037,44.599133,47.18239,1.46973,208.87032921720288,166.38015852024438,126.27136365020003,219.46389989162358,94.39510516343054,68.67907457151097,24.417611824116676,-0.0610066795646885,-4.777770182403017,0.18880950549164321,0.9971907167356933,1.2190928832761732,0.13972788646581386,0.06452714871488853,1.314574408749475
26,55611,2020-03-16 06:06:10.902702,109,214.787721,53.407618,-65.142644,44.59914,50.384901,1.566206,174.22878269443592,139.09849605325124,104.91557136530604,203.73462236588594,80.36346599240163,72.45104554745781,23.554592836258177,-0.012836939297715328,-2.4260967012986523,0.24831576704917188,1.3112785896097383,1.212755490466571,0.08044932175920115,0.0664047055042046,1.2802747528217193
27,55594,2020-03-16 05:21:36.071407,109,138.997579,0.56766,-0.539297,178.964903,31.399773,1.171173,136.87415131535806,113.41954407491023,76.61945131713635,75.47080719914302,72.54782413912524,21.110617657693712,16.79562114876241,0.16838058578541915,-2.3223313305858277,0.1282095522799577,0.6762330322157696,1.0560866229943493,0.07328821884870247,0.0838714807769312,1.1041762824716799
28,55593,2020-03-16 04:59:29.841765,109,138.998621,0.5676,-6.080466,168.442846,31.916746,1.177691,158.8737493282418,131.27638180696496,89.48396395603491,104.86850947766281,83.26672406551037,23.66846024754017,17.925816646670516,0.07925269933802644,-2.6013427655421584,0.14147978098122987,0.7464193086776197,1.0315223672870708,0.08454656953283092,0.0573225836669497,1.0972709246235408
29,55592,2020-03-16 04:33:54.164842,109,138.999892,0.56742,-12.478578,156.97684,33.535087,1.199208,264.1242226075266,222.88950515063598,141.71052699688494,111.33113971817473,81.56744680323204,42.56084608807148,24.726079651858583,0.12856598157537813,-2.9587699361550412,0.16688945003972486,0.8799875196390392,1.4998738036636956,0.15952591103967675,0.19181692028395472,1.6237185379495445
30,55591,2020-03-16 04:04:30.931175,109,139.001492,0.567041,-19.864717,145.231361,36.572249,1.244535,549.5688804711541,503.36369596632966,220.56958984736366,255.3550798548624,151.62451019935673,192.70122481434018,113.7950451801199,0.06455888589472657,-2.2097572114840567,0.4526668822968275,2.3888232859064784,1.4485302329477512,0.18186757265930192,1.5102587830713368,1.9424281921343645
