col0,Petal ID,Petal Loc ID,Device Loc ID,Device Type,DOTID,XPL,YPL,ZPL,X MNT,Y MNT,Z MNT,FCL Source,Proj Distance,Provenance,Notes,XFP,YFP,ZFP,LOCATION,XPIX,YPIX
2801,7,8,542,GIF,4,357.0539216,202.6991361,-19.3040987,,,,Measured,,DESI-4845,,-357.11369866420455,-202.72924423166225,-19.3040987,8542,5219.979,1752.865
2798,7,8,542,GIF,1,357.7912342,202.0243132,-19.334971,,,,Measured,,DESI-4845,,-357.8510020186636,-202.05441123010806,-19.334971,8542,5224.454,1757.178
2800,7,8,542,GIF,3,356.6158606,201.8040863,-19.224425,,,,Measured,,DESI-4845,,-356.6756254015355,-201.83420043344032,-19.224425,8542,5217.611,1758.278
2783,7,8,496,FIF,2,,,,324.227418,181.95948,-102.21573199999999,Measured,86.5,"DESI-4845, DESI-3543",No metrology available,-0.057,-0.035,0.0,8496,5064.77,1848.487
2782,7,8,496,FIF,1,,,,324.227418,181.95948,-102.21573199999999,Measured,86.5,"DESI-4845, DESI-3543",No metrology available,-0.057,-0.035,0.0,8496,5073.781,1852.169
2229,6,2,482,FIF,2,405.0136663,58.6888991,-18.9391001,395.41075,58.013261,-104.807439,Measured,86.5,"DESI-4889, DESI-3543",,362.14952932402656,-190.56466258076645,-18.9391001,2482,694.46,1854.165
2785,7,8,496,FIF,4,,,,324.227418,181.95948,-102.21573199999999,Measured,86.5,"DESI-4845, DESI-3543",No metrology available,-0.057,-0.035,0.0,8496,5068.231,1853.774
2784,7,8,496,FIF,3,,,,324.227418,181.95948,-102.21573199999999,Measured,86.5,"DESI-4845, DESI-3543",No metrology available,-0.057,-0.035,0.0,8496,5071.627,1859.063
2231,6,2,482,FIF,4,404.2610805,59.3443562,-18.8486681,395.41075,58.013261,-104.807439,Measured,86.5,"DESI-4889, DESI-3543",,361.9259292626412,-189.5920308884746,-18.8486681,2482,695.636,1860.073
2228,6,2,482,FIF,1,403.4254625,58.8014004,-18.7592256,395.41075,58.013261,-104.807439,Measured,86.5,"DESI-4889, DESI-3543",,360.93075797422927,-189.54014110722406,-18.7592256,2482,701.484,1860.171
2230,6,2,482,FIF,3,403.5090629,59.9993255,-18.7831557,395.41075,58.013261,-104.807439,Measured,86.5,"DESI-4889, DESI-3543",,361.70250217308643,-188.62012781187423,-18.7831557,2482,696.813,1866.027
2792,7,8,534,FIF,3,366.8722373,176.7706381,-18.7423187,359.80120800000003,172.81526599999998,-104.755629,Measured,86.5,"DESI-4845, DESI-3543",,-366.931659127568,-176.80061171737984,-18.7423187,8534,5283.868,1914.913
2793,7,8,534,FIF,4,367.8579176,176.6585951,-18.8224171,359.80120800000003,172.81526599999998,-104.755629,Measured,86.5,"DESI-4845, DESI-3543",,-367.91733789242033,-176.68855521298892,-18.8224171,8534,5289.671,1915.763
2791,7,8,534,FIF,2,368.8513825,176.5471851,-18.9476863,359.80120800000003,172.81526599999998,-104.755629,Measured,86.5,"DESI-4845, DESI-3543",,-368.9108012659444,-176.5771316019443,-18.9476863,8534,5295.499,1916.603
2790,7,8,534,FIF,1,367.4865613,175.7408753,-18.7480938,359.80120800000003,172.81526599999998,-104.755629,Measured,86.5,"DESI-4845, DESI-3543",,-367.5459690191526,-175.77084050087535,-18.7480938,8534,5287.654,1921.386
1105,4,0,75,FIF,2,153.6640141,40.5402601,-2.7615808,150.93968999999998,40.80774,-89.14020699999999,Measured,86.5,"DESI-4900, DESI-3543",,-8.877310724186415,-158.62735801248323,-2.7615808,75,3033.071,2005.282
1107,4,0,75,FIF,4,153.1434603,41.3899004,-2.7071885,150.93968999999998,40.80774,-89.14020699999999,Measured,86.5,"DESI-4900, DESI-3543",,-7.908298030604804,-158.39523886687851,-2.7071885,75,3026.711,2006.789
1106,4,0,75,FIF,3,152.6224819,42.2479821,-2.7495208,150.93968999999998,40.80774,-89.14020699999999,Measured,86.5,"DESI-4900, DESI-3543",,-6.931126799068515,-158.16532783756654,-2.7495208,75,3020.388,2008.333
1104,4,0,75,FIF,1,152.1777709,41.1300469,-2.7304318,150.93968999999998,40.80774,-89.14020699999999,Measured,86.5,"DESI-4900, DESI-3543",,-7.856602920195563,-157.39653597097083,-2.7304318,75,3026.469,2013.238
1663,5,1,239,FIF,2,216.3432093,149.3566265,-7.6566567,212.22464900000003,147.425314,-93.972174,Measured,86.5,"DESI-4881, DESI-3543",,208.93748450556518,-159.5862169785437,-7.6566567,1239,1627.145,2019.022
1665,5,1,239,FIF,4,215.5206048,149.9262296,-7.6032905,212.22464900000003,147.425314,-93.972174,Measured,86.5,"DESI-4881, DESI-3543",,209.22488218050475,-158.62781808904663,-7.6032905,1239,1625.252,2025.138
1662,5,1,239,FIF,1,214.7449123,149.2987523,-7.5764629,212.22464900000003,147.425314,-93.972174,Measured,86.5,"DESI-4881, DESI-3543",,208.3883408480155,-158.0841038114995,-7.5764629,1239,1630.487,2028.481
1664,5,1,239,FIF,3,214.7008568,150.4949923,-7.6292867,212.22464900000003,147.425314,-93.972174,Measured,86.5,"DESI-4881, DESI-3543",,209.51236369303058,-157.67239557917407,-7.6292867,1239,1623.383,2031.251
3864,9,9,150,FIF,3,241.6945583,15.2472568,-6.5515217,237.94495,13.985754,-92.832146,Measured,86.5,"DESI-4890, DESI-3543",,-186.62661398170934,-154.3848526585344,-6.5515217,9150,4182.089,2035.559
3865,9,9,150,FIF,4,241.6522685,14.2494666,-6.5210916,237.94495,13.985754,-92.832146,Measured,86.5,"DESI-4890, DESI-3543",,-187.17878088376506,-153.552695568392,-6.5210916,9150,4185.706,2040.918
3862,9,9,150,FIF,1,240.7071197,14.5719612,-6.494421,237.94495,13.985754,-92.832146,Measured,86.5,"DESI-4890, DESI-3543",,-186.22454424279223,-153.25817654660315,-6.494421,9150,4179.698,2042.729
3863,9,9,150,FIF,2,241.6072153,13.2487604,-6.5277071,237.94495,13.985754,-92.832146,Measured,86.5,"DESI-4890, DESI-3543",,-187.73042562122043,-152.71655516559684,-6.5277071,9150,4189.33,2046.266
2768,7,8,239,FIF,3,215.5661254,150.7958624,-7.7208,212.22441099999998,147.42413100000002,-93.973161,Measured,86.5,"DESI-4845, DESI-3543",,-215.62519137202167,-150.82790900278997,-7.7208,8239,4365.908,2060.251
2766,7,8,239,FIF,1,214.5819652,150.1114147,-7.650977,212.22441099999998,147.42413100000002,-93.973161,Measured,86.5,"DESI-4845, DESI-3543",,-214.6410217947769,-150.1434747864294,-7.650977,8239,4359.836,2064.551
2769,7,8,239,FIF,4,215.5232509,149.7986125,-7.6671762,212.22441099999998,147.42413100000002,-93.973161,Measured,86.5,"DESI-4845, DESI-3543",,-215.58230320911392,-149.83065969028948,-7.6671762,8239,4365.83,2066.613
2767,7,8,239,FIF,2,215.4830846,148.8010035,-7.6488776,212.22441099999998,147.42413100000002,-93.973161,Measured,86.5,"DESI-4845, DESI-3543",,-215.542123241286,-148.83305124068514,-7.6488776,8239,4365.772,2072.991
2238,6,2,517,FIF,3,394.84834,113.1386593,-19.0813696,385.29312999999996,110.890628,-104.92557099999999,Measured,86.5,"DESI-4889, DESI-3543",,385.929685637274,-140.53852530893136,-19.0813696,2517,547.336,2170.09
1656,5,1,75,FIF,3,154.138236,41.0644713,-2.8019199,150.96535,40.811797,-89.144997,Measured,86.5,"DESI-4881, DESI-3543",,86.71969197371924,-133.90624872004966,-2.8019199,1075,2410.157,2170.289
2239,6,2,517,FIF,4,393.8850622,113.3898716,-18.9405931,385.29312999999996,110.890628,-104.92557099999999,Measured,86.5,"DESI-4889, DESI-3543",,385.2980258301347,-139.76909849130095,-18.9405931,2517,550.913,2174.757
1654,5,1,75,FIF,1,153.7932563,42.2141617,-2.8052619,150.96535,40.811797,-89.144997,Measured,86.5,"DESI-4881, DESI-3543",,87.70641644132417,-133.2227475610938,-2.8052619,1075,2403.778,2174.77
2236,6,2,517,FIF,1,394.3918306,114.2450109,-19.0802361,385.29312999999996,110.890628,-104.92557099999999,Measured,86.5,"DESI-4889, DESI-3543",,386.21064292915605,-139.37513470588812,-19.0802361,2517,545.548,2177.399
1657,5,1,75,FIF,4,153.1998189,41.4085944,-2.7392007,150.96535,40.811797,-89.144997,Measured,86.5,"DESI-4881, DESI-3543",,86.75685194884733,-132.90741615261177,-2.7392007,1075,2409.928,2176.742
2237,6,2,517,FIF,2,392.922888,113.640601,-18.8497661,385.29312999999996,110.890628,-104.92557099999999,Measured,86.5,"DESI-4889, DESI-3543",,384.6669750269458,-139.00071101940628,-18.8497661,2517,554.513,2179.435
1655,5,1,75,FIF,2,152.2611756,41.7541294,-2.7342297,150.96535,40.811797,-89.144997,Measured,86.5,"DESI-4881, DESI-3543",,86.79528473381065,-131.90793198470323,-2.7342297,1075,2409.671,2183.189
2213,6,2,150,FIF,2,240.933493,13.5749006,-6.495117,237.945841,13.99438,-92.832466,Measured,86.5,"DESI-4889, DESI-3543",,202.88771328990032,-130.6209382693078,-6.495117,2150,1663.578,2203.185
2214,6,2,150,FIF,3,242.4763585,14.8470797,-6.5728892,237.945841,13.99438,-92.832466,Measured,86.5,"DESI-4889, DESI-3543",,204.88368412998085,-130.49856989465442,-6.5728892,2150,1650.98,2204.24
2215,6,2,150,FIF,4,241.704792,14.2111497,-6.4990816,237.945841,13.99438,-92.832466,Measured,86.5,"DESI-4889, DESI-3543",,203.8856842821982,-130.55954638724057,-6.4990816,2150,1657.299,2203.716
2212,6,2,150,FIF,1,241.3111279,15.1299949,-6.5111389,237.945841,13.99438,-92.832466,Measured,86.5,"DESI-4889, DESI-3543",,204.1072735874215,-129.58479200535632,-6.5111389,2150,1655.829,2209.967
3859,9,9,75,FIF,2,154.1141456,41.4471177,-2.8379105,150.96278,40.807142999999996,-89.144515,Measured,86.5,"DESI-4890, DESI-3543",,-100.36881231192292,-124.11352875326953,-2.8379105,9075,3631.228,2227.343
3861,9,9,75,FIF,4,153.1166292,41.488104,-2.792984,150.96278,40.807142999999996,-89.144515,Measured,86.5,"DESI-4890, DESI-3543",,-99.53764279455085,-123.56046810700354,-2.792984,9075,3625.875,2230.923
3860,9,9,75,FIF,3,152.1195086,41.5310548,-2.7798728,150.96278,40.807142999999996,-89.144515,Measured,86.5,"DESI-4890, DESI-3543",,-98.70563901472148,-123.00922952660967,-2.7798728,9075,3620.506,2234.467
3858,9,9,75,FIF,1,152.7965628,40.542204,-2.7881533,150.96278,40.807142999999996,-89.144515,Measured,86.5,"DESI-4890, DESI-3543",,-99.83456792035392,-122.60705068526435,-2.7881533,9075,3627.871,2237.08
2788,7,8,517,FIF,3,393.6604023,114.3668738,-19.0074815,385.30443399999996,110.90323500000001,-104.923679,Measured,86.5,"DESI-4845, DESI-3543",,-393.7189691566776,-114.39648040957665,-19.0074815,8517,5453.196,2307.366
2786,7,8,517,FIF,1,392.9955071,113.3719871,-18.8874658,385.30443399999996,110.90323500000001,-104.923679,Measured,86.5,"DESI-4845, DESI-3543",,-393.05406032620544,-113.40160281912641,-18.8874658,8517,5449.528,2313.491
2789,7,8,517,FIF,4,393.9883705,113.4228136,-18.9887295,385.30443399999996,110.90323500000001,-104.923679,Measured,86.5,"DESI-4845, DESI-3543",,-394.0469244224653,-113.45241571630747,-18.9887295,8517,5455.235,2313.284
2787,7,8,517,FIF,2,394.3165881,112.4754944,-19.0097015,385.30443399999996,110.90323500000001,-104.923679,Measured,86.5,"DESI-4845, DESI-3543",,-394.3751290436027,-112.50509201962169,-19.0097015,8517,5457.322,2319.204
2222,6,2,321,FIF,3,305.0655869,86.0946354,-11.2034008,298.92245299999996,84.884141,-97.372639,Measured,86.5,"DESI-4889, DESI-3543",,297.3974092997732,-109.64583961442247,-11.2034008,2321,1073.93,2349.886
2223,6,2,321,FIF,4,304.1257027,86.4342991,-11.1274025,298.92245299999996,84.884141,-97.372639,Measured,86.5,"DESI-4889, DESI-3543",,296.8366649460304,-108.81860354880814,-11.1274025,2321,1077.313,2355.033
2220,6,2,321,FIF,1,304.7090403,87.244126,-11.2152777,298.92245299999996,84.884141,-97.372639,Measured,86.5,"DESI-4889, DESI-3543",,297.78459499174045,-108.50630402594979,-11.2152777,2321,1071.468,2357.16
2221,6,2,321,FIF,2,303.1882634,86.7723707,-11.0968393,298.92245299999996,84.884141,-97.372639,Measured,86.5,"DESI-4889, DESI-3543",,296.27696278251466,-107.99409258098129,-11.0968393,2321,1080.721,2360.219
2771,7,8,321,FIF,2,304.5870869,87.3911167,-11.2190164,298.920929,84.88764599999999,-97.37460300000001,Measured,86.5,"DESI-4845, DESI-3543",,-304.645284181255,-87.4219436690642,-11.2190164,8321,4926.484,2470.614
2773,7,8,321,FIF,4,304.1636103,86.4903053,-11.1435992,298.920929,84.88764599999999,-97.37460300000001,Measured,86.5,"DESI-4845, DESI-3543",,-304.22179523964735,-86.52113807102793,-11.1435992,8321,4923.996,2476.386
2770,7,8,321,FIF,1,304.9157298,85.8327523,-11.193551,298.920929,84.88764599999999,-97.37460300000001,Measured,86.5,"DESI-4845, DESI-3543",,-304.97390573071283,-85.86357476660889,-11.193551,8321,4928.589,2480.6
2772,7,8,321,FIF,3,303.7414127,85.5854241,-11.1121338,298.920929,84.88764599999999,-97.37460300000001,Measured,86.5,"DESI-4845, DESI-3543",,-303.79958524228084,-85.61626265546897,-11.1121338,8321,4921.535,2482.088
2240,6,2,534,FIF,1,368.4442939,176.0653274,-18.8666547,359.814522,172.80643500000002,-104.755895,Measured,86.5,"DESI-4889, DESI-3543",,401.5548175311938,-74.10965762389475,-18.8666547,2534,450.457,2588.41
2242,6,2,534,FIF,3,367.2590984,175.9221486,-18.7058192,359.814522,172.80643500000002,-104.755895,Measured,86.5,"DESI-4889, DESI-3543",,400.51180785538884,-73.52886561450853,-18.7058192,2534,456.477,2591.946
2243,6,2,534,FIF,4,367.7528637,176.7864066,-18.7973218,359.814522,172.80643500000002,-104.755895,Measured,86.5,"DESI-4889, DESI-3543",,401.4192648563424,-73.11988168637893,-18.7973218,2534,451.192,2594.613
2241,6,2,534,FIF,2,368.2468911,177.652375,-18.9450058,359.814522,172.80643500000002,-104.755895,Measured,86.5,"DESI-4889, DESI-3543",,402.3279392316343,-72.70966805735446,-18.9450058,2534,445.871,2597.308
1101,4,0,11,FIF,2,54.658954,33.227268,-0.4817528,53.445726,31.962856,-86.867834,Measured,86.5,"DESI-4900, DESI-3543",,14.8020303659669,-62.21796747195832,-0.4817528,11,2881.555,2633.16
1100,4,0,11,FIF,1,54.9915701,31.6649062,-0.4830018,53.445726,31.962856,-86.867834,Measured,86.5,"DESI-4900, DESI-3543",,13.21342144850507,-62.05084604472888,-0.4830018,11,2891.984,2634.188
1103,4,0,11,FIF,4,54.2397217,32.3211261,-0.4638826,53.445726,31.962856,-86.867834,Measured,86.5,"DESI-4900, DESI-3543",,14.070070916637317,-61.53893563998279,-0.4638826,11,2886.369,2637.591
1102,4,0,11,FIF,3,53.8188607,31.4168782,-0.4660518,53.445726,31.962856,-86.867834,Measured,86.5,"DESI-4900, DESI-3543",,13.340416465584688,-60.85894106056727,-0.4660518,11,2891.17,2641.991
2780,7,8,482,FIF,3,403.9793941,60.2715604,-18.8915641,395.404257,58.020765000000004,-104.80569,Measured,86.5,"DESI-4845, DESI-3543",,-404.03721981801056,-60.30102563837993,-18.8915641,8482,5520.546,2646.961
2778,7,8,482,FIF,1,403.1579114,59.4034557,-18.7862089,395.404257,58.020765000000004,-104.80569,Measured,86.5,"DESI-4845, DESI-3543",,-403.21572522454125,-59.4329321932589,-18.7862089,8482,5515.963,2652.371
2781,7,8,482,FIF,4,404.1491449,59.2848999,-18.8868059,395.404257,58.020765000000004,-104.80569,Measured,86.5,"DESI-4845, DESI-3543",,-404.20695710016383,-59.31436281278645,-18.8868059,8482,5521.542,2653.09
3855,9,9,11,FIF,2,54.1425145,33.4098888,-0.4976171,53.487595999999996,31.974859000000002,-86.871139,Measured,86.5,"DESI-4890, DESI-3543",,-24.20589217783059,-58.85915211971829,-0.4976171,9011,3137.574,2653.878
3854,9,9,11,FIF,1,55.1842896,32.1997072,-0.497174,53.487595999999996,31.974859000000002,-86.871139,Measured,86.5,"DESI-4890, DESI-3543",,-25.759985977844444,-58.4922361556106,-0.497174,9011,3147.821,2656.228
3857,9,9,11,FIF,4,54.2059433,32.413534,-0.4627296,53.487595999999996,31.974859000000002,-86.871139,Measured,86.5,"DESI-4890, DESI-3543",,-24.842751602367397,-58.09028530841016,-0.4627296,9011,3141.816,2658.872
2779,7,8,482,FIF,2,404.3202999,58.3000801,-18.8965344,395.404257,58.020765000000004,-104.80569,Measured,86.5,"DESI-4845, DESI-3543",,-404.3780986075357,-58.32954066795443,-18.8965344,8482,5522.687,2659.317
3856,9,9,11,FIF,3,54.2723268,31.4159142,-0.4761534,53.487595999999996,31.974859000000002,-86.871139,Measured,86.5,"DESI-4890, DESI-3543",,-25.482745068856104,-57.32213141935142,-0.4761534,9011,3146.081,2663.865
2208,6,2,75,FIF,1,153.2301769,40.5621304,-2.7664474,150.97108300000002,40.815991,-89.144407,Measured,86.5,"DESI-4889, DESI-3543",,147.7959265565403,-57.23785260414577,-2.7664474,2075,2014.431,2672.808
2209,6,2,75,FIF,2,153.9534147,41.9907822,-2.792825,150.97108300000002,40.815991,-89.144407,Measured,86.5,"DESI-4889, DESI-3543",,149.22076863723777,-56.50713793612149,-2.792825,2075,2005.272,2677.638
2211,6,2,75,FIF,4,153.0561753,41.5471618,-2.7216753,150.97108300000002,40.815991,-89.144407,Measured,86.5,"DESI-4889, DESI-3543",,148.23413086880916,-56.338663860612186,-2.7216753,2075,2011.607,2678.682
2210,6,2,75,FIF,3,152.1593378,41.1053052,-2.7368894,150.97108300000002,40.815991,-89.144407,Measured,86.5,"DESI-4889, DESI-3543",,147.2488549635629,-56.16899905309166,-2.7368894,2075,2017.94,2679.715
2248,6,2,542,GIF,1,357.661436,201.8795257,-19.3237481,,,,Measured,,DESI-4889,,408.0041329237714,-46.88743895365451,-19.3237481,2542,411.8,2760.259
2758,7,8,75,FIF,1,153.8709178,42.0679807,-2.8159717,150.96714599999999,40.806838,-89.145009,Measured,86.5,"DESI-4845, DESI-3543",,-153.92849414170573,-42.10087257372594,-2.8159717,8075,3983.817,2760.504
2759,7,8,75,FIF,2,152.2686267,42.0681699,-2.7677375,150.96714599999999,40.806838,-89.145009,Measured,86.5,"DESI-4845, DESI-3543",,-152.32620304444828,-42.10108372605901,-2.7677375,8075,3973.522,2760.543
1650,5,1,11,FIF,1,55.1867641,32.4357909,-0.5040389,53.480941,31.977239,-86.873109,Measured,86.5,"DESI-4881, DESI-3543",,47.92340214521565,-42.469408156934264,-0.5040389,1011,2664.978,2764.025
2761,7,8,75,FIF,4,153.0658885,41.4695731,-2.7712186,150.96714599999999,40.806838,-89.145009,Measured,86.5,"DESI-4845, DESI-3543",,-153.12345664324423,-41.50247600315831,-2.7712186,8075,3978.694,2764.451
2250,6,2,542,GIF,3,356.4705006,201.9959494,-19.2215463,,,,Measured,,DESI-4889,,407.1090671574805,-46.0932482467654,-19.2215463,2542,416.911,2765.115
2251,6,2,542,GIF,4,357.1380199,202.7327399,-19.3177324,,,,Measured,,DESI-4889,,408.0821734034143,-45.889516828256944,-19.3177324,2542,411.296,2766.482
1652,5,1,11,FIF,3,54.497038,31.452184,-0.4939565,53.480941,31.977239,-86.873109,Measured,86.5,"DESI-4881, DESI-3543",,46.7747521941304,-42.11754466547676,-0.4939565,1011,2672.483,2766.222
2249,6,2,542,GIF,2,357.8088883,203.4703024,-19.4529577,,,,Measured,,DESI-4889,,409.0584429168619,-45.68712935671391,-19.4529577,2542,405.709,2767.867
2760,7,8,75,FIF,3,153.8666328,40.8683655,-2.798158,150.96714599999999,40.806838,-89.145009,Measured,86.5,"DESI-4845, DESI-3543",,-153.92419270627036,-40.90125743254555,-2.798158,8075,3983.849,2768.309
1653,5,1,11,FIF,4,54.182599,32.4020024,-0.4769791,53.480941,31.977239,-86.873109,Measured,86.5,"DESI-4881, DESI-3543",,47.580836847030255,-41.524877465389835,-0.4769791,1011,2667.201,2770.108
2233,6,2,496,FIF,2,331.7629029,185.7322772,-16.25321,324.223932,181.960925,-102.21339300000001,Measured,86.5,"DESI-4889, DESI-3543",,377.56063528865866,-44.728480270993856,-16.25321,2496,589.81,2771.137
2232,6,2,496,FIF,1,330.4961465,184.7667465,-16.0843832,324.223932,181.960925,-102.21339300000001,Measured,86.5,"DESI-4889, DESI-3543",,375.96828363004255,-44.76505218488424,-16.0843832,2496,599.186,2770.769
1651,5,1,11,FIF,2,53.8738913,33.3527775,-0.5071538,53.480941,31.977239,-86.873109,Measured,86.5,"DESI-4881, DESI-3543",,48.389603134877134,-40.9373650600215,-0.5071538,1011,2661.938,2773.999
2235,6,2,496,FIF,4,330.7657897,185.7276371,-16.1409637,324.223932,181.960925,-102.21339300000001,Measured,86.5,"DESI-4889, DESI-3543",,376.7512183735882,-44.14615688855082,-16.1409637,2496,594.564,2774.72
2234,6,2,496,FIF,3,329.7689331,185.7226359,-16.0734405,324.223932,181.960925,-102.21339300000001,Measured,86.5,"DESI-4889, DESI-3543",,375.9417968091157,-43.564276467904136,-16.0734405,2496,599.298,2778.331
2755,7,8,11,FIF,2,53.6409321,33.257195,-0.4835559,53.487857,31.980452000000003,-86.866439,Measured,86.5,"DESI-4845, DESI-3543",,-53.698387738152,-33.29146008447189,-0.4835559,8011,3332.287,2820.426
2754,7,8,11,FIF,1,55.1588113,32.7210148,-0.4954773,53.487857,31.980452000000003,-86.866439,Measured,86.5,"DESI-4845, DESI-3543",,-55.21625959202457,-32.75525908868194,-0.4954773,8011,3342.219,2823.878
2757,7,8,11,FIF,4,54.190986,32.4224816,-0.4556127,53.487857,31.980452000000003,-86.866439,Measured,86.5,"DESI-4845, DESI-3543",,-54.24843020203449,-32.45673914848738,-0.4556127,8011,3335.95,2825.86
2756,7,8,11,FIF,3,54.7484196,31.591124,-0.4832915,53.487857,31.980452000000003,-86.866439,Measured,86.5,"DESI-4845, DESI-3543",,-54.80585241189272,-31.62537391139632,-0.4832915,8011,3339.619,2831.347
2775,7,8,439,FIF,2,409.0178114,15.1428574,-18.9752818,400.508599,13.884245000000002,-104.916119,Measured,86.5,"DESI-4845, DESI-3543",,-409.07501882769003,-15.172253613326767,-18.9752818,8439,5553.325,2930.589
2764,7,8,150,FIF,3,241.363015,15.2572035,-6.5257766,237.949704,13.995785999999999,-92.835431,Measured,86.5,"DESI-4845, DESI-3543",,-241.42022401003388,-15.28889668290834,-6.5257766,8150,4541.516,2933.187
2774,7,8,439,FIF,1,410.4253029,14.4023683,-19.1299003,400.508599,13.884245000000002,-104.916119,Measured,86.5,"DESI-4845, DESI-3543",,-410.4825001824205,-14.431745229932583,-19.1299003,8439,5561.471,2935.218
2777,7,8,439,FIF,4,409.4599113,14.2402491,-19.0098239,400.508599,13.884245000000002,-104.916119,Measured,86.5,"DESI-4845, DESI-3543",,-409.51710636138245,-14.269639256382101,-19.0098239,8439,5555.869,2936.233
2762,7,8,150,FIF,1,240.5993213,14.3332503,-6.4770291,237.949704,13.995785999999999,-92.835431,Measured,86.5,"DESI-4845, DESI-3543",,-240.6565176514018,-14.36495394604917,-6.4770291,8150,4536.786,2939.153
2765,7,8,150,FIF,4,241.5958833,14.2826334,-6.5126177,237.949704,13.995785999999999,-92.835431,Measured,86.5,"DESI-4845, DESI-3543",,-241.65307895782686,-14.314323392566754,-6.5126177,8150,4543.007,2939.423
2776,7,8,439,FIF,3,409.8747909,13.3400486,-19.0554179,400.508599,13.884245000000002,-104.916119,Measured,86.5,"DESI-4845, DESI-3543",,-409.9319736280657,-13.369433072371372,-19.0554179,8439,5558.348,2941.853
2763,7,8,150,FIF,2,241.8316663,13.312974,-6.5327314,237.949704,13.995785999999999,-92.835431,Measured,86.5,"DESI-4845, DESI-3543",,-241.88884867289903,-13.344660762291598,-6.5327314,8150,4544.494,2945.658
2205,6,2,11,FIF,2,55.0074689,32.1776156,-0.4736653,53.48369399999999,31.973511,-86.86979699999999,Measured,86.5,"DESI-4889, DESI-3543",,63.40309170208505,-6.288368990341339,-0.4736653,2011,2564.66,3001.841
2204,6,2,11,FIF,1,53.508413,31.615837,-0.4543179,53.48369399999999,31.973511,-86.86979699999999,Measured,86.5,"DESI-4889, DESI-3543",,61.86011896009525,-5.861755694464082,-0.4543179,2011,2574.778,3004.592
2207,6,2,11,FIF,4,54.0451456,32.4549706,-0.4297293,53.48369399999999,31.973511,-86.86979699999999,Measured,86.5,"DESI-4889, DESI-3543",,62.787570112027765,-5.498353103209168,-0.4297293,2011,2568.719,3007.006
2217,6,2,239,FIF,2,216.3634835,149.3429278,-7.6735595,212.227794,147.423155,-93.973988,Measured,86.5,"DESI-4889, DESI-3543",,262.8108929726987,-6.339583620619236,-7.6735595,2239,1285.587,3009.53
2246,6,2,541,GIF,3,295.6441166,206.5971306,-14.606529,,,,Measured,,DESI-4889,,360.60345235952315,-6.6186025711587595,-14.606529,2541,690.433,3011.759
2206,6,2,11,FIF,3,53.0842187,32.7406655,-0.470063,53.48369399999999,31.973511,-86.86979699999999,Measured,86.5,"DESI-4889, DESI-3543",,62.17808022202319,-4.7024107956190795,-0.470063,2011,2572.745,3012.193
2244,6,2,541,GIF,1,296.4358607,207.4920166,-14.7400951,,,,Measured,,DESI-4889,,361.7699840283049,-6.3599840516946236,-14.7400951,2541,683.501,3013.47
2216,6,2,239,FIF,1,214.786765,149.0785958,-7.5617432,212.227794,147.423155,-93.973988,Measured,86.5,"DESI-4889, DESI-3543",,261.3799206550534,-5.626680499150935,-7.5617432,2239,1294.482,3014.065
2219,6,2,239,FIF,4,215.4754478,149.802289,-7.5880341,212.227794,147.423155,-93.973988,Measured,86.5,"DESI-4889, DESI-3543",,262.3624504491631,-5.445984482512599,-7.5880341,2239,1288.403,3015.258
2247,6,2,541,GIF,4,295.4418811,207.5752799,-14.6328448,,,,Measured,,DESI-4889,,361.01476961833083,-5.70838646321647,-14.6328448,2541,688.003,3017.562
2218,6,2,239,FIF,3,214.5871461,150.2621495,-7.6112805,212.227794,147.423155,-93.973988,Measured,86.5,"DESI-4889, DESI-3543",,261.91408620057786,-4.551825050267012,-7.6112805,2239,1291.229,3020.96
2245,6,2,541,GIF,2,295.2392203,208.5551453,-14.7091692,,,,Measured,,DESI-4889,,361.42675147795075,-4.796532007002127,-14.7091692,2541,685.613,3023.332
42,2,7,541,GIF,3,294.4172765,207.2704567,-14.6191592,,,,Measured,,DESI-4778,,-359.9707197010308,5.295538137045361,-14.6191592,7541,5266.713,3061.335
43,2,7,541,GIF,4,295.4058657,207.3947642,-14.6968522,,,,Measured,,DESI-4778,,-360.8435019644555,5.776175299116864,-14.6968522,7541,5271.722,3064.258
14,2,7,239,FIF,3,214.5487559,149.0254739,-7.6495149,212.199508,147.40636999999998,-93.9681,Measured,86.5,"DESI-4778, DESI-3543",,-261.1201630048085,5.4569229314271075,-7.6495149,7239,4665.252,3066.25
15,2,7,239,FIF,4,215.3708632,149.5930331,-7.6903278,212.199508,147.40636999999998,-93.9681,Measured,86.5,"DESI-4778, DESI-3543",,-262.11886122897533,5.481124486418131,-7.6903278,7239,4671.421,3066.352
13,2,7,239,FIF,2,216.1920046,150.163303,-7.7439546,212.199508,147.40636999999998,-93.9681,Measured,86.5,"DESI-4778, DESI-3543",,-263.118371731295,5.502565414396634,-7.7439546,7239,4677.602,3066.454
41,2,7,541,GIF,2,296.3907978,207.5195136,-14.7999458,,,,Measured,,DESI-4778,,-361.713585675769,6.254304977883641,-14.7999458,7541,5276.814,3067.192
40,2,7,541,GIF,1,295.2514658,206.4075682,-14.6340271,,,,Measured,,DESI-4778,,-360.1382284750527,6.483977938757056,-14.6340271,7541,5267.592,3068.71
